instanceID	label	comment	annotator
PROCESSED_kubhist2a.json-114-7:7-borgen..0-3	1		Benjamin
PROCESSED_kubhist2a.json-1003-19:19-rättesnöre..0-0	1		lilianerika
PROCESSED_kubhist2a.json-114-9:9-präst..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1140-7:7-fukt..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1005-19:19-därstädes..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1150-1:1-lam..0-0	0		Benjamin
PROCESSED_kubhist2a.json-1150-1:1-lam..0-1	0		Benjamin
PROCESSED_kubhist2a.json-1011-2:2-just..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1011-2:2-just..0-4	1		lilianerika
PROCESSED_kubhist2a.json-1158-1:1-herrskap..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1158-1:1-herrskap..0-2	1		Benjamin
PROCESSED_kubhist2a.json-102-16:16-uppbära..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1021-6:6-handledning..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1159-40:40-där..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1026-4:4-passande..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1026-4:4-passande..0-1	1		lilianerika
PROCESSED_kubhist2a.json-1159-40:40-där..0-2	1		Benjamin
PROCESSED_kubhist2a.json-1159-40:40-där..0-3	0		Benjamin
PROCESSED_kubhist2a.json-1027-10:10-tidning..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1027-9:9-tillhörande..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1031-7:7-bet..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1031-7:7-bet..0-1	0		lilianerika
PROCESSED_kubhist2a.json-10-0:0-fia..0-0	0		JosefinKokkinakis
PROCESSED_kubhist2a.json-1031-7:7-bet..1-0	0		lilianerika
PROCESSED_kubhist2a.json-1038-3:3-alltid..0-1	1		lilianerika
PROCESSED_kubhist2a.json-1054-2:2-beställning..0-0	0		lilianerika
PROCESSED_kubhist2a.json-1057-11:11-sedan..1-0	1		lilianerika
PROCESSED_kubhist2a.json-1059-8:8-hädankalla..0-0	-		lilianerika
PROCESSED_kubhist2a.json-1074-10:10-enhällig..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1081-7:7-hörn..0-0	1		lilianerika
PROCESSED_kubhist2a.json-10-3:3-pergament..0-0	1		JosefinKokkinakis
PROCESSED_kubhist2a.json-1081-7:7-hörn..0-1	1		lilianerika
PROCESSED_kubhist2a.json-1100-10:10-häst..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1100-10:10-häst..0-2	0		lilianerika
PROCESSED_kubhist2a.json-1173-48:48-medföra..0-0	1		Benjamin
PROCESSED_kubhist2a.json-111-28:28-uppbära..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1173-48:48-medföra..0-1	1		Benjamin
PROCESSED_kubhist2a.json-1113-24:24-ek..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1113-24:24-ek..0-1	0		lilianerika
PROCESSED_kubhist2a.json-1180-12:12-tillhörande..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1000-1:1-sol..0-0	0		JosefinKokkinakis
PROCESSED_kubhist2a.json-1000-1:1-sol..0-2	0		JosefinKokkinakis
PROCESSED_kubhist2a.json-1000-1:1-sol..0-3	0		JosefinKokkinakis
PROCESSED_kubhist2a.json-1125-10:10-medan..0-2	0		lilianerika
PROCESSED_kubhist2a.json-1129-15:15-alltid..0-4	0		lilianerika
PROCESSED_kubhist2a.json-1180-6:6-rymlig..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1164-34:34-anföra..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1164-34:34-anföra..0-2	1		Benjamin
PROCESSED_kubhist2a.json-1164-34:34-anföra..0-1	1		Benjamin
PROCESSED_kubhist2a.json-1164-34:34-anföra..0-3	0		Benjamin
PROCESSED_kubhist2a.json-1038-3:3-alltid..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1038-3:3-alltid..0-4	0		lilianerika
PROCESSED_kubhist2a.json-1165-1:1-predikan..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1094-3:3-tidning..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1104-73:73-tillhörande..0-0	1		lilianerika
PROCESSED_kubhist2a.json-111-9:9-härigenom..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1117-15:15-sinnad..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1125-10:10-medan..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1129-15:15-alltid..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1129-15:15-alltid..0-1	1		lilianerika
PROCESSED_kubhist2a.json-1003-19:19-rättesnöre..0-0	1		JosefinKokkinakis
PROCESSED_kubhist2a.json-1132-2:2-omständighet..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1135-14:14-utestående..0-0	-		lilianerika
PROCESSED_kubhist2a.json-114-7:7-borgen..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1005-19:19-därstädes..0-0	1		JosefinKokkinakis
PROCESSED_kubhist2a.json-114-7:7-borgen..0-3	1		lilianerika
PROCESSED_kubhist2a.json-114-9:9-präst..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1140-7:7-fukt..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1150-1:1-lam..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1150-1:1-lam..0-1	1		lilianerika
PROCESSED_kubhist2a.json-1158-1:1-herrskap..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1158-1:1-herrskap..0-2	1		lilianerika
PROCESSED_kubhist2a.json-1159-40:40-där..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1159-40:40-där..0-2	0		lilianerika
PROCESSED_kubhist2a.json-1184-14:14-häst..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1159-40:40-där..0-3	0		lilianerika
PROCESSED_kubhist2a.json-1164-34:34-anföra..0-0	0		lilianerika
PROCESSED_kubhist2a.json-1164-34:34-anföra..0-1	0		lilianerika
PROCESSED_kubhist2a.json-1184-14:14-häst..0-2	0		Benjamin
PROCESSED_kubhist2a.json-1164-34:34-anföra..0-2	1		lilianerika
PROCESSED_kubhist2a.json-1164-34:34-anföra..0-3	0		lilianerika
PROCESSED_kubhist2a.json-1165-1:1-predikan..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1173-48:48-medföra..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1173-48:48-medföra..0-1	0		lilianerika
PROCESSED_kubhist2a.json-1180-12:12-tillhörande..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1180-6:6-rymlig..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1188-13:13-hörn..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1184-14:14-häst..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1188-13:13-hörn..0-1	1		Benjamin
PROCESSED_kubhist2a.json-1184-14:14-häst..0-2	0		lilianerika
PROCESSED_kubhist2a.json-1188-13:13-hörn..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1201-19:19-ifrån..0-0	0		lilianerika
PROCESSED_kubhist2a.json-1201-19:19-ifrån..1-0	0		lilianerika
PROCESSED_kubhist2a.json-1211-5:5-inträffa..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1214-54:54-fuktig..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1214-54:54-fuktig..0-3	0		lilianerika
PROCESSED_kubhist2a.json-1218-4:4-förslösa..0-0	-		lilianerika
PROCESSED_kubhist2a.json-1218-8:8-kredit..0-3	0		lilianerika
PROCESSED_kubhist2a.json-1201-19:19-ifrån..1-0	1		Benjamin
PROCESSED_kubhist2a.json-1218-8:8-kredit..1-0	1		lilianerika
PROCESSED_kubhist2a.json-1222-30:30-bet..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1235-22:22-kull..0-2	1		lilianerika
PROCESSED_kubhist2a.json-1235-6:6-njuta..0-1	1		lilianerika
PROCESSED_kubhist2a.json-1235-6:6-njuta..0-2	0		lilianerika
PROCESSED_kubhist2a.json-124-26:26-son..0-1	1		lilianerika
PROCESSED_kubhist2a.json-1260-24:24-bristande..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1211-5:5-inträffa..0-2	0		Benjamin
PROCESSED_kubhist2a.json-1260-9:9-tidning..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1270-14:14-medan..0-2	0		lilianerika
PROCESSED_kubhist2a.json-1214-54:54-fuktig..0-1	1		Benjamin
PROCESSED_kubhist2a.json-1214-54:54-fuktig..0-2	0		Benjamin
PROCESSED_kubhist2a.json-1300-17:17-fukt..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1214-54:54-fuktig..0-3	0		Benjamin
PROCESSED_kubhist2a.json-1307-0:0-per..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1310-10:10-samtal..0-0	1		lilianerika
PROCESSED_kubhist2a.json-102-16:16-uppbära..0-0	1		JosefinKokkinakis
PROCESSED_kubhist2a.json-1311-5:5-hitom..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1021-6:6-handledning..0-0	1		JosefinKokkinakis
PROCESSED_kubhist2a.json-1347-0:0-per..0-1	0		lilianerika
PROCESSED_kubhist2a.json-135-12:12-trupp..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1359-21:21-anföra..0-3	0		lilianerika
PROCESSED_kubhist2a.json-1217-5:5-ek..0-0	0	ETT, not EK...	Benjamin
PROCESSED_kubhist2a.json-1217-5:5-ek..0-1	0	ETT, not EK...	Benjamin
PROCESSED_kubhist2a.json-1218-8:8-kredit..1-0	1		Benjamin
PROCESSED_kubhist2a.json-1026-4:4-passande..0-1	-	The sentence is not clear, needs more context.	JosefinKokkinakis
PROCESSED_kubhist2a.json-1027-10:10-tidning..0-0	1		JosefinKokkinakis
PROCESSED_kubhist2a.json-1188-13:13-hörn..0-1	1		lilianerika
PROCESSED_kubhist2a.json-1211-5:5-inträffa..0-1	1		lilianerika
PROCESSED_kubhist2a.json-1211-5:5-inträffa..0-2	0		lilianerika
PROCESSED_kubhist2a.json-1214-54:54-fuktig..0-1	0		lilianerika
PROCESSED_kubhist2a.json-1214-54:54-fuktig..0-2	0		lilianerika
PROCESSED_kubhist2a.json-1214-9:9-ankomst..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1217-5:5-ek..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1217-5:5-ek..0-1	0		lilianerika
PROCESSED_kubhist2a.json-1218-8:8-kredit..0-0	0		lilianerika
PROCESSED_kubhist2a.json-1218-8:8-kredit..0-2	1		lilianerika
PROCESSED_kubhist2a.json-1201-19:19-ifrån..0-0	1		Benjamin
PROCESSED_kubhist2a.json-122-8:8-liksom..0-0	1		lilianerika
PROCESSED_kubhist2a.json-122-8:8-liksom..0-1	1		lilianerika
PROCESSED_kubhist2a.json-1222-30:30-bet..0-1	0		lilianerika
PROCESSED_kubhist2a.json-1222-30:30-bet..1-0	0		lilianerika
PROCESSED_kubhist2a.json-1235-22:22-kull..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1211-5:5-inträffa..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1235-22:22-kull..0-1	1		lilianerika
PROCESSED_kubhist2a.json-1235-6:6-njuta..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1237-10:10-aktning..0-0	1		lilianerika
PROCESSED_kubhist2a.json-124-26:26-son..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1211-5:5-inträffa..0-1	0		Benjamin
PROCESSED_kubhist2a.json-127-4:4-pipa..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1270-14:14-medan..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1272-10:10-ty..0-0	0		lilianerika
PROCESSED_kubhist2a.json-1274-6:6-ifall..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1274-6:6-ifall..0-1	0		lilianerika
PROCESSED_kubhist2a.json-1275-2:2-besluta..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1214-54:54-fuktig..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1277-9:9-beställning..0-0	0		lilianerika
PROCESSED_kubhist2a.json-1278-10:10-ankomst..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1011-2:2-just..0-0	-	I do not understand the sentence.	JosefinKokkinakis
PROCESSED_kubhist2a.json-1294-11:11-hop..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1294-11:11-hop..0-2	1		lilianerika
PROCESSED_kubhist2a.json-1011-2:2-just..0-4	-	I do not understand the sentence.	JosefinKokkinakis
PROCESSED_kubhist2a.json-1299-16:16-trakt..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1304-16:16-grind..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1307-0:0-per..0-1	0		lilianerika
PROCESSED_kubhist2a.json-1214-9:9-ankomst..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1316-23:23-beslut..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1316-3:3-yngling..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1338-26:26-bokhandel..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1347-0:0-per..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1359-21:21-anföra..0-0	0		lilianerika
PROCESSED_kubhist2a.json-1359-21:21-anföra..0-1	0		lilianerika
PROCESSED_kubhist2a.json-1218-8:8-kredit..0-0	-		Benjamin
PROCESSED_kubhist2a.json-1027-9:9-tillhörande..0-0	1		JosefinKokkinakis
PROCESSED_kubhist2a.json-122-8:8-liksom..0-1	1		Benjamin
PROCESSED_kubhist2a.json-1222-30:30-bet..0-0	0		Benjamin
PROCESSED_kubhist2a.json-1222-30:30-bet..0-1	0		Benjamin
PROCESSED_kubhist2a.json-1222-30:30-bet..1-0	0		Benjamin
PROCESSED_kubhist2a.json-1031-7:7-bet..0-0	0		JosefinKokkinakis
PROCESSED_kubhist2a.json-1235-22:22-kull..0-0	0		Benjamin
PROCESSED_kubhist2a.json-1386-33:33-tilläggning..0-0	0		lilianerika
PROCESSED_kubhist2a.json-1387-15:15-engagerad..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1387-15:15-engagerad..0-2	0		lilianerika
PROCESSED_kubhist2a.json-1389-13:13-passande..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1394-19:19-befara..0-2	0		lilianerika
PROCESSED_kubhist2a.json-1235-22:22-kull..0-1	0		Benjamin
PROCESSED_kubhist2a.json-1399-9:9-snarare..0-0	1		lilianerika
PROCESSED_kubhist2a.json-14-20:20-författning..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1235-22:22-kull..0-2	1		Benjamin
PROCESSED_kubhist2a.json-1235-6:6-njuta..0-0	0		Benjamin
PROCESSED_kubhist2a.json-1235-6:6-njuta..0-1	0		Benjamin
PROCESSED_kubhist2a.json-1400-9:9-stock..0-0	-		lilianerika
PROCESSED_kubhist2a.json-1401-2:2-ho..0-1	0		lilianerika
PROCESSED_kubhist2a.json-1426-14:14-stycka..0-2	1		lilianerika
PROCESSED_kubhist2a.json-146-15:15-ven..1-0	1		lilianerika
PROCESSED_kubhist2a.json-1482-26:26-färga..0-1	1		lilianerika
PROCESSED_kubhist2a.json-1482-26:26-färga..0-2	0		lilianerika
PROCESSED_kubhist2a.json-1482-7:7-sol..0-0	1		lilianerika
PROCESSED_kubhist2a.json-149-19:19-snut..0-0	1		lilianerika
PROCESSED_kubhist2a.json-149-19:19-snut..0-1	0		lilianerika
PROCESSED_kubhist2a.json-149-5:5-länge..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1038-3:3-alltid..0-1	1		JosefinKokkinakis
PROCESSED_kubhist2a.json-1513-10:10-fuktig..0-1	0		lilianerika
PROCESSED_kubhist2a.json-1524-10:10-ven..1-0	1		lilianerika
PROCESSED_kubhist2a.json-1038-3:3-alltid..0-4	0		JosefinKokkinakis
PROCESSED_kubhist2a.json-1552-10:10-länga..0-2	0		lilianerika
PROCESSED_kubhist2a.json-1552-10:10-länga..0-3	0		lilianerika
PROCESSED_kubhist2a.json-1054-2:2-beställning..0-0	0	I would say it should be equivalent to ordering/buying something.	JosefinKokkinakis
PROCESSED_kubhist2a.json-1562-1:1-rymlig..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1359-21:21-anföra..0-2	1		lilianerika
PROCESSED_kubhist2a.json-1218-4:4-förslösa..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1218-8:8-kredit..0-2	1		Benjamin
PROCESSED_kubhist2a.json-1218-8:8-kredit..0-3	1		Benjamin
PROCESSED_kubhist2a.json-1026-4:4-passande..0-0	-	The sentence is not clear, needs more context.	JosefinKokkinakis
PROCESSED_kubhist2a.json-122-8:8-liksom..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1389-13:13-passande..0-1	1		lilianerika
PROCESSED_kubhist2a.json-1394-19:19-befara..0-0	1		lilianerika
PROCESSED_kubhist2a.json-14-20:20-författning..0-1	1		lilianerika
PROCESSED_kubhist2a.json-1235-6:6-njuta..0-2	1		Benjamin
PROCESSED_kubhist2a.json-1237-10:10-aktning..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1400-9:9-stock..0-1	0		lilianerika
PROCESSED_kubhist2a.json-1401-2:2-ho..0-0	0		lilianerika
PROCESSED_kubhist2a.json-1403-38:38-häst..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1403-38:38-häst..0-2	0		lilianerika
PROCESSED_kubhist2a.json-1403-5:5-senior..0-0	0		lilianerika
PROCESSED_kubhist2a.json-1403-5:5-senior..0-1	1		lilianerika
PROCESSED_kubhist2a.json-1403-5:5-senior..0-2	1		lilianerika
PROCESSED_kubhist2a.json-1403-5:5-senior..1-0	1		lilianerika
PROCESSED_kubhist2a.json-1410-10:10-förutse..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1422-30:30-sinnad..0-0	1		lilianerika
PROCESSED_kubhist2a.json-124-26:26-son..0-0	0		Benjamin
PROCESSED_kubhist2a.json-1426-14:14-stycka..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1426-14:14-stycka..0-1	1		lilianerika
PROCESSED_kubhist2a.json-1427-21:21-länge..0-0	1		lilianerika
PROCESSED_kubhist2a.json-124-26:26-son..0-1	0		Benjamin
PROCESSED_kubhist2a.json-143-6:6-ifrån..0-0	0		lilianerika
PROCESSED_kubhist2a.json-143-6:6-ifrån..1-0	0		lilianerika
PROCESSED_kubhist2a.json-146-15:15-ven..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1260-24:24-bristande..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1482-26:26-färga..0-0	0		lilianerika
PROCESSED_kubhist2a.json-1031-7:7-bet..0-1	-	I do not understand the second part of the sentence containing the highlighted word. It does not make sense.	JosefinKokkinakis
PROCESSED_kubhist2a.json-1031-7:7-bet..1-0	-	I do not understand the second part of the sentence containing the highlighted word. It does not make sense.	JosefinKokkinakis
PROCESSED_kubhist2a.json-1482-7:7-sol..0-2	0		lilianerika
PROCESSED_kubhist2a.json-1482-7:7-sol..0-3	0		lilianerika
PROCESSED_kubhist2a.json-1484-16:16-författning..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1484-16:16-författning..0-1	1		lilianerika
PROCESSED_kubhist2a.json-1038-3:3-alltid..0-0	1		JosefinKokkinakis
PROCESSED_kubhist2a.json-1513-10:10-fuktig..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1513-10:10-fuktig..0-2	0		lilianerika
PROCESSED_kubhist2a.json-1513-10:10-fuktig..0-3	0		lilianerika
PROCESSED_kubhist2a.json-1527-1:1-tidning..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1558-20:20-hinder..0-2	0		lilianerika
PROCESSED_kubhist2a.json-1592-17:17-ho..0-1	0		lilianerika
PROCESSED_kubhist2a.json-1595-22:22-krossa..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1616-4:4-där..0-2	1		lilianerika
PROCESSED_kubhist2a.json-1632-27:27-bokhandel..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1666-13:13-njuta..0-1	1		lilianerika
PROCESSED_kubhist2a.json-1699-27:27-framtid..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1516-13:13-samt..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1525-17:17-delning..0-1	0		lilianerika
PROCESSED_kubhist2a.json-1529-8:8-sinnad..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1542-18:18-framtid..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1552-10:10-länga..0-0	1		lilianerika
PROCESSED_kubhist2a.json-156-12:12-alltid..0-0	1		lilianerika
PROCESSED_kubhist2a.json-156-12:12-alltid..0-1	1		lilianerika
PROCESSED_kubhist2a.json-1571-7:7-ven..1-0	1		lilianerika
PROCESSED_kubhist2a.json-158-21:21-länge..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1588-19:19-beräkna..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1592-18:18-herrskap..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1592-18:18-herrskap..0-2	1		lilianerika
PROCESSED_kubhist2a.json-1595-22:22-krossa..0-1	1		lilianerika
PROCESSED_kubhist2a.json-1609-10:10-engagerad..0-2	0		lilianerika
PROCESSED_kubhist2a.json-1610-0:0-bokhandel..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1616-4:4-där..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1270-14:14-medan..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1616-4:4-där..0-3	0		lilianerika
PROCESSED_kubhist2a.json-1059-8:8-hädankalla..0-0	1		JosefinKokkinakis
PROCESSED_kubhist2a.json-1650-57:57-len..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1272-10:10-ty..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1658-19:19-nätt..0-0	0		lilianerika
PROCESSED_kubhist2a.json-1274-6:6-ifall..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1666-13:13-njuta..0-2	0		lilianerika
PROCESSED_kubhist2a.json-1274-6:6-ifall..0-1	1		Benjamin
PROCESSED_kubhist2a.json-1275-2:2-besluta..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1671-14:14-gräns..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1671-22:22-hinder..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1671-22:22-hinder..0-2	0		lilianerika
PROCESSED_kubhist2a.json-1687-0:0-där..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1687-0:0-där..0-2	1		lilianerika
PROCESSED_kubhist2a.json-1277-9:9-beställning..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1687-0:0-där..0-3	0		lilianerika
PROCESSED_kubhist2a.json-1074-10:10-enhällig..0-0	-	Needs more context.	JosefinKokkinakis
PROCESSED_kubhist2a.json-1696-9:9-trakt..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1278-10:10-ankomst..0-0	1		Benjamin
PROCESSED_kubhist2a.json-1524-10:10-ven..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1525-17:17-delning..0-0	0		lilianerika
PROCESSED_kubhist2a.json-1532-18:18-myckenhet..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1542-18:18-framtid..0-1	0		lilianerika
PROCESSED_kubhist2a.json-1552-10:10-länga..0-1	1		lilianerika
PROCESSED_kubhist2a.json-1553-30:30-sistnämnda..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1558-20:20-hinder..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1260-9:9-tidning..0-0	1		Benjamin
PROCESSED_kubhist2a.json-156-12:12-alltid..0-4	0		lilianerika
PROCESSED_kubhist2a.json-1571-7:7-ven..0-0	1		lilianerika
PROCESSED_kubhist2a.json-1588-19:19-beräkna..0-2	0		lilianerika
