usageID	sense	context	indices_target_token	indices_target_sentence	lemma
PROCESSED_ccoha1.json-1053-21:21	['training..0-0']	""" I can not say I have my lesson perfect ; but something was said about the difference of character produced by peculiar training , and habitudes of mind formed by circumstances ."	121:129	0:179	training
PROCESSED_ccoha1.json-1064-4:4	['diffusion..0-0']	There is such a diffusion of liberal knowledge among all classes in this // country , that if the blind are suffered	16:25	0:116	diffusion
PROCESSED_ccoha1.json-1070-2:2	['exceed..0-0', 'exceed..0-1']	Nothing human exceeds the fierceness of an angry bee .	14:21	0:54	exceed
PROCESSED_ccoha1.json-1075-45:45	['manual..0-0', 'manual..0-1', 'manual..0-2']	/z/ Geography and History , - - /z/ French , /z/ Writing , /z/ Drawing , /z/ Singing , /z/ The distribution of instruction and labour is such , that during the week , in summer , each class has from twenty-six to twentyeight hours of instruction , and from twenty to twenty-two of manual labour , and during the winter , from twenty-six to thirty hours of instruction , and from eighteen to twenty-one of work .	281:287	0:411	manual
PROCESSED_ccoha1.json-1097-12:12	['holder..0-0', 'holder..0-1']	"that a "" national debt was a national blessing , "" inasmuch as that every holder of national scrip was a bound adherent of the government which undertook to pay him by extracting the means to do it from his fellow-citizens ."	74:80	0:224	holder
PROCESSED_ccoha1.json-11-18:18	['hound..0-0']	"Master Albert is an honest youth , and a good youth , and a brave follower too , of hawk or hound , Captain Dauntrees . """	92:97	0:121	hound
PROCESSED_ccoha1.json-1100-5:5	['attendant..0-3']	most strangely died -- her close attendants but himself and lady queen .	33:43	0:72	attendant
PROCESSED_ccoha1.json-112-16:16	['accident..0-0', 'accident..0-1']	Yet why should she be so anxious to have me stay on shore to avoid an accident that may not occur again in a century , if I should live so long , unless she does really prefer me to all others ?	70:78	0:194	accident
PROCESSED_ccoha1.json-1126-2:2	['eastern..0-0']	In this Eastern region , where the waste was less notable , the decrease has , unfortunately , gone on more rapidly .	8:15	0:117	eastern
PROCESSED_ccoha1.json-1129-7:7	['metal..0-0']	In the next place , as the base metals can be readily united with gold , so as to escape the notice of the unassisted senses , and the fact can be discovered only by resorting to the troublesome process of assaying , the great	32:38	0:226	metal
PROCESSED_ccoha1.json-1133-13:13	['approve..0-1']	one President ( not two , which we see is a new method of organization approved in some quarters , the hint being probably borroxved from the associate kings of Brentford ) , five VicePresidents , and three Secretaries .	71:79	0:220	approve
PROCESSED_ccoha1.json-1134-12:12	['heathen..0-0', 'heathen..0-1']	"I sighed , my child , to think how little you appear in this heathen decoration , like a promised votary of the blessed Virgin . """	61:68	0:130	heathen
PROCESSED_ccoha1.json-1138-11:11	['not..0-0']	Doctor Elmer and Faith both remarked these symptoms , but they did not alarm the former , though they grieved the latter .	67:70	0:122	not
PROCESSED_ccoha1.json-1138-19:19	['latter..0-0', 'latter..0-1']	Doctor Elmer and Faith both remarked these symptoms , but they did not alarm the former , though they grieved the latter .	114:120	0:122	latter
PROCESSED_ccoha1.json-1139-16:16	['reap..0-0']	He furnishes you with earth and seed , but he ploughs not for you , nor plants , nor reaps .	85:90	0:92	reap
PROCESSED_ccoha1.json-1151-5:5	['pretty..0-1']	"I was studying , Mr. Herder , -- pretty hard . """	33:39	0:48	pretty
PROCESSED_ccoha1.json-1160-1:1	['shabby..0-0']	My shabby friend and myself , were , however , hailed with rapture , and were immediately pressed into the service .	3:9	0:116	shabby
PROCESSED_ccoha1.json-1162-3:3	['brief..0-1']	"to delay a brief time , on account of some untoward appearances . """	11:16	0:67	brief
PROCESSED_ccoha1.json-1167-20:20	['month..0-0']	""" Yes , but if they manage no better at Woodville or some other place , we shall only be disappointed twice a month instead of once . """	110:115	0:135	month
PROCESSED_ccoha1.json-1174-17:17	['preside..0-0']	And while , in proportion to his means , he was domg much more for learning than any other presiding officer of a similar institution in the United States , it was publicly declared , that he made , in instruction , no adequate return for the monies bestowed on the University by the	91:100	0:283	preside
PROCESSED_ccoha1.json-1177-98:98	['sprawl..0-0', 'sprawl..0-1']	, There leave him moping with a throbbing heart , Till I put on my long black rusty cloak , And on my head a strange cap , for a joke ; You must be ready wrapt up in a sheet , And , when I groan , do you the groan repeat : We 'll then advance by slow and easy pace , I with the fi'ry rod , you with grimace , Chanting some nonsense with a solemn face , Flourish my blazing wand around his head , Then touch the train which on his cap is laid ; The noise , so near , will strike him with surprise , And lay him sprawling .	510:519	0:521	sprawl
PROCESSED_ccoha1.json-1184-7:7	['elegant..0-0', 'elegant..0-2']	Who would have thought to see the elegant Monsieur Guillemot , maitre d'armes at the shooting and fencing gallery , in slippers -- like an ordinary man !	34:41	0:153	elegant
PROCESSED_ccoha1.json-1196-12:12	['shriek..0-0']	"loud bursts of revelry , mingled with the sweet laughter , and half sportive shrieks of women , and now and then a gay licentious song , or the tinkling of a lute , betokened the presence of many more inhabitants than met the gazer 's eye . """	77:84	0:242	shriek
PROCESSED_ccoha1.json-1196-35:35	['inhabitant..0-0']	"loud bursts of revelry , mingled with the sweet laughter , and half sportive shrieks of women , and now and then a gay licentious song , or the tinkling of a lute , betokened the presence of many more inhabitants than met the gazer 's eye . """	201:212	0:242	inhabitant
PROCESSED_ccoha1.json-1197-12:12	['ascertain..0-0']	The accounts given by Major Stillman 's troops -- for it is not ascertained that the commander published any official statement of the battle -- is in substance about the following .	64:75	0:182	ascertain
PROCESSED_ccoha1.json-1197-25:25	['substance..0-0']	The accounts given by Major Stillman 's troops -- for it is not ascertained that the commander published any official statement of the battle -- is in substance about the following .	151:160	0:182	substance
PROCESSED_ccoha1.json-1197-28:28	['following..0-2']	The accounts given by Major Stillman 's troops -- for it is not ascertained that the commander published any official statement of the battle -- is in substance about the following .	171:180	0:182	following
PROCESSED_ccoha1.json-1201-9:9	['companion..0-1']	The father of this young man had been a companion-in-arms of Colonel Dumont , and a strong friendship had grown up between the veterans .	40:49	0:137	companion
PROCESSED_ccoha1.json-1216-36:36	['companion..0-1']	Might I interrogate thee , thou who art Death 's younger brother , and his counterfeit , Fain would I ask thee if , when we depart From heaven 's clear presence , and in darkness meet The worms for our companions , in their mart Of human food , shall visions foul or sweet Visit our slumbers , ere the trumpet 's peal Shall summon us to	202:212	0:336	companion
PROCESSED_ccoha1.json-1218-13:13	['rage..0-1', 'rage..0-3']	Were you now to fall into their hands , I fear that in their rage , they would at once consign	61:65	0:94	rage
PROCESSED_ccoha1.json-1224-2:2	['retain..0-3']	This wine retains a sweet taste till it is two years old .	10:17	0:58	retain
PROCESSED_ccoha1.json-1228-6:6	['identity..0-2']	A gentleman present swore to the identity of my horse , described the very dress I wore , and , appealing to a lady whom I was said to have accosted -- riding by her side in earnest conversation for a mile or more -- mentioned the very terms in which I had saluted her party upon first joining them .	33:41	0:300	identity
PROCESSED_ccoha1.json-125-17:17	['worthily..0-0']	After visiting the pits of Kimmeridge clay , famous for the Deltoid oyster , this equestrian lecture was most worthily concluded by a very eloquent account of the secondary beds in the vicinity	110:118	0:193	worthily
PROCESSED_ccoha1.json-127-17:17	['refuge..0-0']	Ere yet the serpent 's lure Hath bound them in his charms , Go , bear them to that refuge sure , A Saviour 's waiting arms .	83:89	0:124	refuge
PROCESSED_ccoha1.json-127-5:5	['lure..0-0']	Ere yet the serpent 's lure Hath bound them in his charms , Go , bear them to that refuge sure , A Saviour 's waiting arms .	23:27	0:124	lure
PROCESSED_ccoha1.json-128-18:18	['table..0-2', 'table..0-3']	"After a half hour 's sturdy devotion to the products of the Empire State -- as represented by the table -- a pause sprung up , and Mr. Sammis availed himself of it for a little professional talk . """	98:103	0:198	table
PROCESSED_ccoha1.json-128-6:6	['devotion..0-1']	"After a half hour 's sturdy devotion to the products of the Empire State -- as represented by the table -- a pause sprung up , and Mr. Sammis availed himself of it for a little professional talk . """	28:36	0:198	devotion
PROCESSED_ccoha1.json-142-10:10	['kneel..0-0', 'kneel..0-1']	Here at your feet I 'll grow , here will I kneel , This spot shall be my pillow and my couch , Sleep shall not close those Eyes that gaze on thee .	43:48	0:147	kneel
PROCESSED_ccoha1.json-144-40:40	['calyx..0-0']	If then the leaves and involucres be so readily regarded as subject to this law of adhesion , -- of the union of several distinct parts into one , -- why should not the fact of its operation be admitted in regard to the calyx ?	220:225	0:227	calyx
PROCESSED_ccoha1.json-149-6:6	['bridal..0-0', 'bridal..0-1']	heavy -- Carlos -- this is death -- My bridal hour has come -- Wait for me love -- I will go with thee soon .	39:45	0:109	bridal
PROCESSED_ccoha1.json-15-57:57	['mischief..0-0']	thieved with an assiduity and skill which were worthy of a better cause ; and , when not upon any serious enterprise of this kind , employed his time in pulling up corn , scratching up newly-planted flower-seeds , tangling yarn , pulling out knitting-needles , pecking the eyes of sleeping people , scratching and biting children , and any other little miscellaneous mischief which occurred to him .	367:375	0:399	mischief
PROCESSED_ccoha1.json-15-59:59	['occur..0-0']	thieved with an assiduity and skill which were worthy of a better cause ; and , when not upon any serious enterprise of this kind , employed his time in pulling up corn , scratching up newly-planted flower-seeds , tangling yarn , pulling out knitting-needles , pecking the eyes of sleeping people , scratching and biting children , and any other little miscellaneous mischief which occurred to him .	382:390	0:399	occur
PROCESSED_ccoha1.json-15-8:8	['worthy..0-0', 'worthy..0-1']	thieved with an assiduity and skill which were worthy of a better cause ; and , when not upon any serious enterprise of this kind , employed his time in pulling up corn , scratching up newly-planted flower-seeds , tangling yarn , pulling out knitting-needles , pecking the eyes of sleeping people , scratching and biting children , and any other little miscellaneous mischief which occurred to him .	47:53	0:399	worthy
PROCESSED_ccoha1.json-157-39:39	['joyous..0-0']	"Suppose you write to-morrow , and tell her I am sick -- tell her , too , that the sight of her would almost make me well , and maybe she will come , "" and on the sick woman 's face there was a joyous expression as she thought how pleasant it would be to see once more one who had breathed the air of her native hills -- had looked upon her"	193:199	0:339	joyous
PROCESSED_ccoha1.json-157-62:62	['hill..0-0']	"Suppose you write to-morrow , and tell her I am sick -- tell her , too , that the sight of her would almost make me well , and maybe she will come , "" and on the sick woman 's face there was a joyous expression as she thought how pleasant it would be to see once more one who had breathed the air of her native hills -- had looked upon her"	311:316	0:339	hill
PROCESSED_ccoha1.json-165-12:12	['westward..0-0']	"My station was the extreme left of our line , as we faced westward , close to the first ridge of the southern hill ; and there I sat in mute expectancy , my holsters thrown wide open , my Kuchenre ters loaded and cocked , and my good ounce-ball rifle lying prepared within the hollow of my arm . """	58:66	0:297	westward
PROCESSED_ccoha1.json-165-21:21	['hill..0-0']	"My station was the extreme left of our line , as we faced westward , close to the first ridge of the southern hill ; and there I sat in mute expectancy , my holsters thrown wide open , my Kuchenre ters loaded and cocked , and my good ounce-ball rifle lying prepared within the hollow of my arm . """	110:114	0:297	hill
PROCESSED_ccoha1.json-168-13:13	['destruction..0-0', 'destruction..0-1']	Break it , I conjure you ; before his frauds have involved you in inextricable destruction .	79:90	0:92	destruction
PROCESSED_ccoha1.json-170-38:38	['induce..0-1']	Captain Elliott , who was at that time at Macao , heating of these determined proceedings , addressed a circular to the British subjects , stating that the forcible detention of Her Majesty 's subjects in Canton , and other urgent reasons had induced him to withdraw all confidence from the Chinese authorities , and he should , therefore , require all the British ships in the outer anchorages , to proceed forthwith to Hong VOL .	243:250	0:431	induce
PROCESSED_ccoha1.json-172-85:85	['satisfaction..0-1']	"Mr. Tinker was easily pursuaded that the cherished surname of his ancestors would blend most musically with the modern and very genteel termination in which so many of our western villages glory ; so Tinkerville was appointed to fill the trump of fame and the blank on the chart ; and Mr. Mazard , furnished with full powers , took out the charter , staked out the streets , where he could get at them , and peddled out the lots , and laid out the money , all very much to his own satisfaction ; Mr. Tinker rejoicing that he had happened to obtain so "" enterprising "" an agent ."	481:493	0:578	satisfaction
PROCESSED_ccoha1.json-179-2:2	['righteous..0-0', 'righteous..0-1']	For the righteous to suppress an evil , is sometimes harder than for others to uphold it .	8:17	0:90	righteous
PROCESSED_ccoha1.json-182-13:13	['hasty..0-0', 'hasty..0-1']	He was popular , both with his tutors and his school-mates ; for though hasty , and prone to resentment , he was frank , magnanimous , and daring .	72:77	0:147	hasty
PROCESSED_ccoha1.json-182-17:17	['resentment..0-0']	He was popular , both with his tutors and his school-mates ; for though hasty , and prone to resentment , he was frank , magnanimous , and daring .	93:103	0:147	resentment
PROCESSED_ccoha1.json-187-2:2	['charity..0-0']	of saintlike charity inclined , Who from your cells of meditation dear Come forth to gird the weak , untutor 'd mind , -- Yet ask no payment , save one smile refined Of grateful love , -- one tear of contrite pain , Meekly ye forfeit to your mission kind The rest of earthly Sabbaths.	13:20	0:284	charity
PROCESSED_ccoha1.json-194-8:8	['predominate..0-0']	-- Garlic , and the strong acid of the lime , predominates often in their succulent ollas ; and the bright scarlet pimiento , which might well be called vegetable fire , was not only boiled with their favorite repasts , but eaten fresh from its stem , like nectarines by the ladies of Europe .	46:58	0:293	predominate
PROCESSED_ccoha1.json-197-4:4	['lengthen..0-0', 'lengthen..0-1']	Somewhat occurred that unavoidably lengthened her stay , and she set out on her return at a late hour .	35:45	0:103	lengthen
PROCESSED_ccoha1.json-199-69:69	['wonder..0-0', 'wonder..0-4']	All this I did see , and I saw it either while I was on the top of that rock , holding by the flag-staff , afraid to move lest the rock should tip over among the houses , and afraid to let go , lest I should be blown away ; or I saw it , after I had escaped ; but furthermore I can not say , for while I was looking about me and wondering at the beauty of the	329:338	0:359	wonder
PROCESSED_ccoha1.json-2-4:4	['latter..0-0', 'latter..0-1']	; it was in the latter city that his great discovery was first made public ; or , rather , it was there that he was first suspected of having made it .	16:22	0:151	latter
PROCESSED_ccoha1.json-201-10:10	['soul..0-3']	It is by little things that we know ourselves ; a soul would very probably mistake itself for another , when once disembodied , were it not for individual experiences which differ from those of others only in details seemingly trifling .	50:54	0:237	soul
PROCESSED_ccoha1.json-205-3:3	['wonder..0-3']	I do n't wonder that he is a little mortified at my good fortune .	9:15	0:66	wonder
PROCESSED_ccoha1.json-218-4:4	['eagerly..0-0']	"said Susan , seizing , as eagerly as a drowning man catches at a straw , at Paulina 's single consoling recollection . """	26:33	0:120	eagerly
PROCESSED_ccoha1.json-22-17:17	['closely..0-0']	The case being open , he happened to approach the candle which he held in his hand too closely	87:94	0:94	closely
PROCESSED_ccoha1.json-220-39:39	['struggle..0-0']	, whom God has gifted with the seeing eye and the cunning hand ; before whom nature outspreads her beauties , and is understood ; over whose souls the mighty mother breathes her inspiration , and they heave with the emotions of creative genius struggling on blindly , until some happy accident , some unforeseen event , leads them into their destined path , and a thousand forms of beauty , grace , and grandeur , descend to them and gather round them , to glow on the canvass , to live in the marble .	244:254	0:502	struggle
PROCESSED_ccoha1.json-220-45:45	['accident..0-0']	, whom God has gifted with the seeing eye and the cunning hand ; before whom nature outspreads her beauties , and is understood ; over whose souls the mighty mother breathes her inspiration , and they heave with the emotions of creative genius struggling on blindly , until some happy accident , some unforeseen event , leads them into their destined path , and a thousand forms of beauty , grace , and grandeur , descend to them and gather round them , to glow on the canvass , to live in the marble .	285:293	0:502	accident
PROCESSED_ccoha1.json-223-13:13	['executioner..0-0']	"Printed sentences of death will not kill us , "" they said ; "" and if the executioners approach us , they will be as likely to fall victims to death as we ; "" for they had fully resolved , that , if any person should attempt to apprehend any of them or their friends , they would kill them on the spot ."	73:85	0:302	executioner
PROCESSED_ccoha1.json-236-15:15	['hill..0-0']	"When their antlers are in velvet they then occasionally seek the sunny side of a hill , in the expressive language of the hunters , "" to dry their horns . """	81:85	0:156	hill
PROCESSED_ccoha1.json-241-5:5	['professorship..0-0']	There are three or more professorships of classical literature , established in each university .	24:38	0:97	professorship
PROCESSED_ccoha1.json-247-1:1	['listen..0-0', 'listen..0-1']	She listened to her light footstep echoing through the hall	4:12	0:59	listen
PROCESSED_ccoha1.json-258-5:5	['imagination..0-0']	The luxuriance of a tropical imagination is tempered with a vein of gentle melancholy , and with a dash of that Epicurean philosophy which seeks in the joys of the present a relief from those gloomy forebodings which throw their dark shadows over the future .	29:40	0:259	imagination
PROCESSED_ccoha1.json-259-11:11	['appreciate..0-3']	""" remarked Marrast ; "" and he manifests especial solicitude to show that he appreciates worth more highly than wealth -- genius than station ."	76:87	0:142	appreciate
PROCESSED_ccoha1.json-263-3:3	['elegant..0-0']	She made your elegant trimming , and has just finished your dress for the night .	14:21	0:81	elegant
PROCESSED_ccoha1.json-269-2:2	['tax..0-0', 'tax..0-3']	A direct tax of half the amount for the support of government , would have produced a rebellion .	9:12	0:97	tax
PROCESSED_ccoha1.json-277-13:13	['month..0-0']	But if they could reach it , they might search the cave for a month , ere they found the outlet ; and if they did find it , which I think is not possible , they could not move that rock , from without , with all the engines human ingenuity has framed .	62:67	0:252	month
PROCESSED_ccoha1.json-277-29:29	['not..0-0']	But if they could reach it , they might search the cave for a month , ere they found the outlet ; and if they did find it , which I think is not possible , they could not move that rock , from without , with all the engines human ingenuity has framed .	141:144	0:252	not
PROCESSED_ccoha1.json-278-11:11	['reap..0-1']	I have sown the winds of intemperance and unbelief -- I am reaping the whirlwinds of unutterable monition .	59:66	0:107	reap
PROCESSED_ccoha1.json-28-16:16	['satisfaction..0-1']	, perhaps , these very drawbacks tend to direct attention more completely to the many existing sources of satisfaction , and they certainly are not without a moral benefit .	106:118	0:173	satisfaction
PROCESSED_ccoha1.json-280-33:33	['matter..0-0', 'matter..0-3']	In the bottom of this extraordinary pit-like crater , nothing was to be seen but a few pools , in which the blood-red lava was seen boiling and throwing out jets of liquid matter .	172:178	0:180	matter
PROCESSED_ccoha1.json-290-12:12	['hasty..0-0', 'hasty..0-1']	To reveal herself at once , and claim his protection , was her first hasty resolution ; but the next moment the conversation of her benefactress returned to her recollection .	69:74	0:175	hasty
PROCESSED_ccoha1.json-290-1:1	['reveal..0-0']	To reveal herself at once , and claim his protection , was her first hasty resolution ; but the next moment the conversation of her benefactress returned to her recollection .	3:9	0:175	reveal
PROCESSED_ccoha1.json-296-6:6	['struggle..0-0']	Being thus delivered from the mortal struggle in which he had borne himself so manfully , he had , although somewhat fatigued by his short but ferocious encounter , found no difficulty in dispatching the savage whom Rednape had wounded , and who had well nigh crept upon him , before he had completely vanquished his first antagonist .	37:45	0:335	struggle
PROCESSED_ccoha1.json-302-4:4	['introduce..0-1']	Toodle , the famous dancer , introduces young Groodle to his lovely sister , and the discriminating journals of the ianL impressively order the line between the morality of beautiful motion and the sinfulness of asodel statues .	29:39	0:228	introduce
PROCESSED_ccoha1.json-306-43:43	['sail..0-2', 'sail..0-3']	from To a reverend friend ( 1844 ) Fly to the south , on smooth and gliding wing -- Fealtied to Washington and Ravenscroft By firmer ties than bondman , lord , or king -- In fearless talons bearing high aloft Shafts plucked in many fields of bearded truth ; But sailing onward , feel with noble ruth And kindliest hope , how sad a realm may lie Beneath a heavenward and a human eye .	262:269	0:383	sail
PROCESSED_ccoha1.json-308-40:40	['prayer..0-0']	"The importance attached to opinions and formal observances of days and ceremonies by all Christian sects , is truly surprising , when we consider that Jesus , so far as tradition informs us , never wrote a line , never framed a creed , condemned all prayers in public , and taught his disciples to "" love one another , "" which was as much as to say never discuss opinions ."	250:257	0:373	prayer
PROCESSED_ccoha1.json-309-31:32	['break_up..0-1', 'break_up..0-3']	"Heaven knows I thought of thee , when he spoke of the wind being tempered to the shorn lamb -- for thou art a lamb , my Effie , and thy fold will soon be broken up . """	154:163	0:167	break_up
PROCESSED_ccoha1.json-310-13:13	['imagination..0-0']	I was about to realize one of the magnificent dreams of my youthful imagination .	68:79	0:81	imagination
PROCESSED_ccoha1.json-316-6:6	['matter..0-1', 'matter..0-2', 'matter..0-3']	The servitude itself was no great matter , and but for the name would have been nothing , since	34:40	0:95	matter
PROCESSED_ccoha1.json-318-13:13	['wherever..0-0']	About nine o'clock we take to our books or our needles , and sit wherever we choose ; in our rooms , in the breezy hall	65:73	0:119	wherever
PROCESSED_ccoha1.json-340-2:2	['table..0-0']	Between these tables were divans , or more properly , couches of velvet , on which reclined the spectators of the game , or those who wished to rest themselves from the fatigue of playing .	14:20	0:189	table
PROCESSED_ccoha1.json-344-49:49	['matter..0-1']	I will furnish you with a list of fashionable drinking houses in the city , where is sold liquor impregnated with a slow but deadly poison , which in two years will bring on a lingering disease , generally thought to be consumption ; this disease always terminates in death , and the whole matter is arranged by physicians , who thus get a constant and extensive practice .	290:296	0:373	matter
PROCESSED_ccoha1.json-344-9:9	['drinking..0-0']	I will furnish you with a list of fashionable drinking houses in the city , where is sold liquor impregnated with a slow but deadly poison , which in two years will bring on a lingering disease , generally thought to be consumption ; this disease always terminates in death , and the whole matter is arranged by physicians , who thus get a constant and extensive practice .	46:54	0:373	drinking
PROCESSED_ccoha1.json-35-18:18	['restore..0-0', 'restore..0-1', 'restore..0-2']	The whole finish of the work was in the half inch that is gone ; if you attempt to restore that finish , you do it conjecturally ; if	83:90	0:133	restore
PROCESSED_ccoha1.json-353-22:22	['introduce..0-1']	, after casting a look of surprise at Miss Walsingham , and of reproof at the recumbent and nonchalant attitude of her son , formally introduced them to each other .	134:144	0:165	introduce
PROCESSED_ccoha1.json-355-17:17	['blasphemy..0-0']	themselves up toward a gracious father to invoke His love and blessing , or that the words of blasphemy were frequent on the lips that were made for prayer and praise .	94:103	0:168	blasphemy
PROCESSED_ccoha1.json-355-27:27	['prayer..0-0', 'prayer..0-2']	themselves up toward a gracious father to invoke His love and blessing , or that the words of blasphemy were frequent on the lips that were made for prayer and praise .	149:155	0:168	prayer
PROCESSED_ccoha1.json-359-17:17	['listen..0-0', 'listen..0-1']	The last compliment effectually soothed the mortification which the worthy couple could not help feeling , while they listened to the observations on trade .	118:126	0:157	listen
PROCESSED_ccoha1.json-359-9:9	['worthy..0-0', 'worthy..0-1']	The last compliment effectually soothed the mortification which the worthy couple could not help feeling , while they listened to the observations on trade .	68:74	0:157	worthy
PROCESSED_ccoha1.json-363-36:36	['soul..0-3']	No doctrine is more common among Christians than that of man 's immortality ; but it is not so generally understood , that the germs or principles of his whole future being are now wrapped up in his soul , as the rudiments of the future plant in the seed .	199:203	0:256	soul
PROCESSED_ccoha1.json-369-13:13	['contradictory..0-0', 'contradictory..0-1', 'contradictory..0-2']	"* to which , a stimtar authority in the States , would be absolutely and totally contradictory and repugnant "" and which , according to the Fedesaiist , is sufficient to make any power necessarily ex elusive in its character --"	81:94	0:227	contradictory
PROCESSED_ccoha1.json-379-4:4	['population..0-3']	Again , the advance of population and wants in all countries , make the lands valuable .	23:33	0:88	population
PROCESSED_ccoha1.json-388-12:12	['soul..0-0', 'soul..0-3']	This is the spectre of misrule and revolution , which so horrifies the souls of Nashville Conventionists .	71:76	0:106	soul
PROCESSED_ccoha1.json-389-17:17	['rage..0-1', 'rage..0-3']	"I dare say he is , "" replied Balcombe ; "" but the skill of a man who can shake with rage as he did to-day is of little avail ."	84:88	0:126	rage
PROCESSED_ccoha1.json-414-39:39	['matter..0-1', 'matter..0-2']	Now , I will not deny that our men mislike this service ; that they might be wrought to action , I well believe ; but of this be certain , without the gold they will not stir a foot 's length in the matter .	199:205	0:207	matter
PROCESSED_ccoha1.json-43-22:22	['prayer..0-0', 'prayer..0-2']	That it may continue to bless and protect forever the generations who live under it , should be the morning and the evening prayer of every American heart .	124:130	0:156	prayer
PROCESSED_ccoha1.json-434-3:3	['table..0-0']	"Look on the table , beneath its rays . """	12:17	0:40	table
PROCESSED_ccoha1.json-438-2:2	['struggle..0-0', 'struggle..0-2']	What a struggle have I to encounter between my duty to my country and my regard for those tender relations that still more engross my affections , nor less earnestly appeal to my manhood for defence !	7:15	0:200	struggle
PROCESSED_ccoha1.json-44-17:17	['drinking..0-0']	Hops engross considerable attention , and I presume pay well , being demanded by the national addiction to beer drinking .	112:120	0:122	drinking
PROCESSED_ccoha1.json-440-15:15	['unusual..0-0', 'unusual..0-1']	"Thus the father poured out his heart , alike unconscious of the gathering crowd , which his unusual appearance and strange language had collected around him , and of the observations they made . """	92:99	0:196	unusual
PROCESSED_ccoha1.json-442-18:18	['matter..0-1', 'matter..0-2', 'matter..0-3']	"13 "" The Book of the Indians of North America , "" by Samuel G. Drake of Boston , containing much interesting matter about the aborigines of this country , and from which we have copied several of the speeches made upon the liberation of Black Hawk ."	109:115	0:249	matter
PROCESSED_ccoha1.json-444-40:40	['reliance..0-1']	Meanwhile , a jealousy of England upon the sea was aroused by this idle claim , which has never been laid asleep , -- a jealousy which became us in our weakness , but now in our strength seems inconsistent with national bravery and selt * reliance .	239:247	0:249	reliance
PROCESSED_ccoha1.json-448-11:11	['chaplain..0-0']	In April last , when the salaries of the naval arid military chaplains were voted in the house of representatives , a member opposed the grant in an infidel speeeh.	61:70	0:164	chaplain
PROCESSED_ccoha1.json-458-6:7	['good_night..0-0']	"With this understanding , I 'll say good night to you , "" said Mr. Bloater , wiping his brow . """	36:46	0:96	good_night
PROCESSED_ccoha1.json-463-39:39	['shriek..0-0']	In the midst -- the very acme -- of our frolic , when Ruth was swinging in a grape-vine which had been slung so conveniently by the freakish hand of Nature that it needed very little aid from man , -- and Elsie , shrieking like a Banshee , was flying through the dry leaves , pursued by	213:222	0:286	shriek
PROCESSED_ccoha1.json-468-7:7	['month..0-0']	She cruised in the Mediterranean for six months -- proceeding to Smyrna and Constantinople .	41:47	0:92	month
