instanceID	label	comment	annotator
assumption..0-2-PROCESSED_ccoha1.json-668-3:3	0		Jugal7
assumption..0-3-PROCESSED_ccoha1.json-668-3:3	0		Jugal7
assumption..0-4-PROCESSED_ccoha1.json-668-3:3	0		Jugal7
atheist..0-0-PROCESSED_ccoha1.json-816-13:13	1		Jugal7
atheist..0-1-PROCESSED_ccoha1.json-816-13:13	1		Jugal7
attendant..0-0-PROCESSED_ccoha1.json-1100-5:5	0		Jugal7
attendant..0-1-PROCESSED_ccoha1.json-1100-5:5	0		Jugal7
attendant..0-2-PROCESSED_ccoha1.json-1100-5:5	1		Jugal7
authority..0-0-PROCESSED_eng_news_2020_1M-sentences.json-45-12:12	0		Jugal7
authority..0-0-PROCESSED_eng_news_2020_1M-sentences.json-464-13:13	0		Jugal7
authority..0-0-PROCESSED_eng_news_2020_1M-sentences.json-714-31:31	0		Jugal7
authority..0-0-PROCESSED_eng_news_2020_1M-sentences.json-973-23:23	0		Jugal7
authority..0-1-PROCESSED_eng_news_2020_1M-sentences.json-1305-14:14	1		Jugal7
authority..0-1-PROCESSED_eng_news_2020_1M-sentences.json-45-12:12	1		Jugal7
authority..0-1-PROCESSED_eng_news_2020_1M-sentences.json-464-13:13	1		Jugal7
authority..0-1-PROCESSED_eng_news_2020_1M-sentences.json-714-31:31	1		Jugal7
authority..0-1-PROCESSED_eng_news_2020_1M-sentences.json-973-23:23	1		Jugal7
authority..0-2-PROCESSED_eng_news_2020_1M-sentences.json-1305-14:14	0		Jugal7
authority..0-2-PROCESSED_eng_news_2020_1M-sentences.json-45-12:12	0		Jugal7
authority..0-2-PROCESSED_eng_news_2020_1M-sentences.json-714-31:31	0		Jugal7
authority..0-2-PROCESSED_eng_news_2020_1M-sentences.json-973-23:23	0		Jugal7
authority..0-3-PROCESSED_eng_news_2020_1M-sentences.json-1305-14:14	0		Jugal7
authority..0-3-PROCESSED_eng_news_2020_1M-sentences.json-464-13:13	0		Jugal7
attendant..0-3-PROCESSED_ccoha1.json-1100-5:5	1		Jugal7
authority..0-2-PROCESSED_eng_news_2020_1M-sentences.json-464-13:13	0		Jugal7
automatic_transmission..0-0-PROCESSED_eng_news_2020_1M-sentences.json-689-8:9	1		Jugal7
bathe..0-0-PROCESSED_ccoha1.json-326-31:31	0		Jugal7
bathe..0-1-PROCESSED_ccoha1.json-326-31:31	1		Jugal7
bathe..0-2-PROCESSED_ccoha1.json-326-31:31	0		Jugal7
bathe..0-3-PROCESSED_ccoha1.json-326-31:31	0		Jugal7
behavioral..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1675-1:1	0		Jugal7
bettor..0-0-PROCESSED_eng_news_2020_1M-sentences.json-267-19:19	1		Jugal7
black_man..0-0-PROCESSED_ccoha1.json-613-24:25	1		Jugal7
blasphemy..0-0-PROCESSED_ccoha1.json-355-17:17	0		Jugal7
break_up..0-0-PROCESSED_ccoha1.json-309-31:32	0		Jugal7
break_up..0-1-PROCESSED_ccoha1.json-309-31:32	1		Jugal7
break_up..0-2-PROCESSED_ccoha1.json-309-31:32	0		Jugal7
break_up..0-3-PROCESSED_ccoha1.json-309-31:32	1		Jugal7
bridal..0-0-PROCESSED_ccoha1.json-149-6:6	1		Jugal7
bridal..0-1-PROCESSED_ccoha1.json-149-6:6	1		Jugal7
bridal..0-2-PROCESSED_ccoha1.json-149-6:6	0		Jugal7
brief..0-0-PROCESSED_ccoha1.json-1162-3:3	0		Jugal7
brief..0-0-PROCESSED_ccoha1.json-479-30:30	0		Jugal7
brief..0-1-PROCESSED_ccoha1.json-1162-3:3	0		Jugal7
brief..0-1-PROCESSED_ccoha1.json-479-30:30	0		Jugal7
brief..0-2-PROCESSED_ccoha1.json-1162-3:3	0		Jugal7
brief..0-2-PROCESSED_ccoha1.json-479-30:30	0		Jugal7
brief..0-3-PROCESSED_ccoha1.json-1162-3:3	0		Jugal7
brief..0-3-PROCESSED_ccoha1.json-479-30:30	0		Jugal7
brief..0-4-PROCESSED_ccoha1.json-1162-3:3	0		Jugal7
brief..0-4-PROCESSED_ccoha1.json-479-30:30	0		Jugal7
authority..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1305-14:14	0		Jugal7
authority..0-3-PROCESSED_eng_news_2020_1M-sentences.json-45-12:12	0		Jugal7
authority..0-3-PROCESSED_eng_news_2020_1M-sentences.json-973-23:23	0		Jugal7
authority..0-4-PROCESSED_eng_news_2020_1M-sentences.json-1305-14:14	1		Jugal7
authority..0-4-PROCESSED_eng_news_2020_1M-sentences.json-45-12:12	1		Jugal7
authority..0-4-PROCESSED_eng_news_2020_1M-sentences.json-464-13:13	1		Jugal7
authority..0-4-PROCESSED_eng_news_2020_1M-sentences.json-714-31:31	1		Jugal7
authority..0-4-PROCESSED_eng_news_2020_1M-sentences.json-973-23:23	1		Jugal7
authority..0-3-PROCESSED_eng_news_2020_1M-sentences.json-714-31:31	0		Jugal7
bulldozer..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1919-3:3	1		Jugal7
butterfly..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1464-7:7	0		Jugal7
butterfly..0-1-PROCESSED_eng_news_2020_1M-sentences.json-1464-7:7	1		Jugal7
butterfly..0-2-PROCESSED_eng_news_2020_1M-sentences.json-1464-7:7	0		Jugal7
butterfly..0-3-PROCESSED_eng_news_2020_1M-sentences.json-1464-7:7	0		Jugal7
calyx..0-0-PROCESSED_ccoha1.json-144-40:40	0		Jugal7
cannabis..0-0-PROCESSED_eng_news_2020_1M-sentences.json-395-17:17	1		Jugal7
cannabis..0-0-PROCESSED_eng_news_2020_1M-sentences.json-716-19:19	1		Jugal7
cannabis..0-1-PROCESSED_eng_news_2020_1M-sentences.json-395-17:17	0		Jugal7
cannabis..0-1-PROCESSED_eng_news_2020_1M-sentences.json-716-19:19	1		Jugal7
capability..0-0-PROCESSED_eng_news_2020_1M-sentences.json-752-11:11	1		Jugal7
capability..0-1-PROCESSED_eng_news_2020_1M-sentences.json-752-11:11	0		Jugal7
capability..0-2-PROCESSED_eng_news_2020_1M-sentences.json-752-11:11	0		Jugal7
chaplain..0-0-PROCESSED_ccoha1.json-448-11:11	0		Jugal7
charity..0-0-PROCESSED_ccoha1.json-187-2:2	1		Jugal7
charity..0-0-PROCESSED_ccoha1.json-473-26:26	1		Jugal7
charity..0-1-PROCESSED_ccoha1.json-187-2:2	0		Jugal7
charity..0-1-PROCESSED_ccoha1.json-473-26:26	0		Jugal7
charity..0-2-PROCESSED_ccoha1.json-187-2:2	0		Jugal7
charity..0-2-PROCESSED_ccoha1.json-473-26:26	0		Jugal7
charity..0-3-PROCESSED_ccoha1.json-187-2:2	0		Jugal7
charity..0-3-PROCESSED_ccoha1.json-473-26:26	0		Jugal7
chase..0-0-PROCESSED_ccoha1.json-1015-13:13	0		Jugal7
chase..0-0-PROCESSED_ccoha1.json-848-4:4	0		Jugal7
chase..0-1-PROCESSED_ccoha1.json-1015-13:13	0		Jugal7
chase..0-1-PROCESSED_ccoha1.json-848-4:4	1		Jugal7
chase..0-2-PROCESSED_ccoha1.json-1015-13:13	0		Jugal7
chase..0-2-PROCESSED_ccoha1.json-848-4:4	0		Jugal7
chase..0-3-PROCESSED_ccoha1.json-1015-13:13	0		Jugal7
chase..0-3-PROCESSED_ccoha1.json-848-4:4	1		Jugal7
chase..0-4-PROCESSED_ccoha1.json-1015-13:13	0		Jugal7
chase..0-4-PROCESSED_ccoha1.json-848-4:4	0		Jugal7
citizenship..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1700-18:18	1		Jugal7
citizenship..0-1-PROCESSED_eng_news_2020_1M-sentences.json-1700-18:18	1		Jugal7
climate_change..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1007-12:13	1		Jugal7
climate_change..0-0-PROCESSED_eng_news_2020_1M-sentences.json-653-12:13	1		Jugal7
closely..0-0-PROCESSED_ccoha1.json-22-17:17	1		Jugal7
closely..0-1-PROCESSED_ccoha1.json-22-17:17	0		Jugal7
collaborative..0-0-PROCESSED_eng_news_2020_1M-sentences.json-994-16:16	1		Jugal7
collide..0-0-PROCESSED_eng_news_2020_1M-sentences.json-413-22:22	1		Jugal7
collide..0-0-PROCESSED_eng_news_2020_1M-sentences.json-433-24:24	1		Jugal7
collide..0-1-PROCESSED_eng_news_2020_1M-sentences.json-413-22:22	0		Jugal7
collide..0-1-PROCESSED_eng_news_2020_1M-sentences.json-433-24:24	0		Jugal7
commanding..0-0-PROCESSED_ccoha1.json-1096-46:46	0		Jugal7
companion..0-0-PROCESSED_ccoha1.json-1015-9:9	0		Jugal7
companion..0-0-PROCESSED_ccoha1.json-1201-9:9	0		Jugal7
companion..0-0-PROCESSED_ccoha1.json-1216-36:36	0		Jugal7
companion..0-0-PROCESSED_ccoha1.json-692-25:25	0		Jugal7
companion..0-1-PROCESSED_ccoha1.json-1015-9:9	1		Jugal7
companion..0-1-PROCESSED_ccoha1.json-1201-9:9	1		Jugal7
companion..0-1-PROCESSED_ccoha1.json-1216-36:36	1		Jugal7
companion..0-1-PROCESSED_ccoha1.json-692-25:25	1		Jugal7
companion..0-2-PROCESSED_ccoha1.json-1015-9:9	0		Jugal7
companion..0-2-PROCESSED_ccoha1.json-1201-9:9	0		Jugal7
companion..0-2-PROCESSED_ccoha1.json-1216-36:36	0		Jugal7
companion..0-2-PROCESSED_ccoha1.json-692-25:25	0		Jugal7
compete..0-0-PROCESSED_eng_news_2020_1M-sentences.json-132-7:7	1		Jugal7
compete..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1464-2:2	1		Jugal7
conceive..0-0-PROCESSED_ccoha1.json-118-24:24	0		Jugal7
confine..0-0-PROCESSED_ccoha1.json-758-29:29	0		Jugal7
confine..0-0-PROCESSED_ccoha1.json-979-13:13	0		Jugal7
confine..0-1-PROCESSED_ccoha1.json-758-29:29	1		Jugal7
confine..0-1-PROCESSED_ccoha1.json-979-13:13	1		Jugal7
consider..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1094-8:8	0		Jugal7
consider..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1543-8:8	0		Jugal7
consider..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1707-23:23	0		Jugal7
consider..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1889-14:14	0		Jugal7
consider..0-0-PROCESSED_eng_news_2020_1M-sentences.json-457-9:9	0		Jugal7
consider..0-1-PROCESSED_eng_news_2020_1M-sentences.json-1094-8:8	1		Jugal7
consider..0-1-PROCESSED_eng_news_2020_1M-sentences.json-1543-8:8	1		Jugal7
consider..0-1-PROCESSED_eng_news_2020_1M-sentences.json-1707-23:23	1		Jugal7
consider..0-1-PROCESSED_eng_news_2020_1M-sentences.json-1889-14:14	1		Jugal7
consider..0-1-PROCESSED_eng_news_2020_1M-sentences.json-457-9:9	1		Jugal7
consider..0-2-PROCESSED_eng_news_2020_1M-sentences.json-1094-8:8	1		Jugal7
consider..0-2-PROCESSED_eng_news_2020_1M-sentences.json-1543-8:8	1		Jugal7
consider..0-2-PROCESSED_eng_news_2020_1M-sentences.json-1707-23:23	1		Jugal7
consider..0-2-PROCESSED_eng_news_2020_1M-sentences.json-1889-14:14	1		Jugal7
consider..0-2-PROCESSED_eng_news_2020_1M-sentences.json-457-9:9	0		Jugal7
consider..0-3-PROCESSED_eng_news_2020_1M-sentences.json-1094-8:8	1		Jugal7
consider..0-3-PROCESSED_eng_news_2020_1M-sentences.json-1543-8:8	1		Jugal7
consider..0-3-PROCESSED_eng_news_2020_1M-sentences.json-1707-23:23	1		Jugal7
consider..0-3-PROCESSED_eng_news_2020_1M-sentences.json-1889-14:14	1		Jugal7
consider..0-3-PROCESSED_eng_news_2020_1M-sentences.json-457-9:9	1		Jugal7
consultation..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1004-11:11	0		Jugal7
consultation..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1382-27:27	0		Jugal7
consultation..0-1-PROCESSED_eng_news_2020_1M-sentences.json-1004-11:11	1		Jugal7
consultation..0-1-PROCESSED_eng_news_2020_1M-sentences.json-1382-27:27	1		Jugal7
contemplation..0-0-PROCESSED_ccoha1.json-751-15:15	0		Jugal7
contemplation..0-1-PROCESSED_ccoha1.json-751-15:15	0		Jugal7
contradictory..0-0-PROCESSED_ccoha1.json-369-13:13	1		Jugal7
contradictory..0-1-PROCESSED_ccoha1.json-369-13:13	1		Jugal7
contradictory..0-2-PROCESSED_ccoha1.json-369-13:13	1		Jugal7
convalescent..0-0-PROCESSED_eng_news_2020_1M-sentences.json-993-7:7	0		Jugal7
convalescent..0-1-PROCESSED_eng_news_2020_1M-sentences.json-993-7:7	0		Jugal7
convenience..0-0-PROCESSED_eng_news_2020_1M-sentences.json-962-3:3	1		Jugal7
convenience..0-0-PROCESSED_eng_news_2020_1M-sentences.json-963-27:27	1		Jugal7
convenience..0-1-PROCESSED_eng_news_2020_1M-sentences.json-962-3:3	1		Jugal7
convenience..0-1-PROCESSED_eng_news_2020_1M-sentences.json-963-27:27	1		Jugal7
convenience_store..0-0-PROCESSED_eng_news_2020_1M-sentences.json-962-3:4	1		Jugal7
convenience_store..0-0-PROCESSED_eng_news_2020_1M-sentences.json-963-27:28	0		Jugal7
conversation..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1457-9:9	0		Jugal7
conversation..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1478-16:16	0		Jugal7
conversation..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1488-5:5	0		Jugal7
conversation..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1929-2:2	1		Jugal7
conversation..0-0-PROCESSED_eng_news_2020_1M-sentences.json-454-14:14	1		Jugal7
convincing..0-0-PROCESSED_eng_news_2020_1M-sentences.json-379-37:37	1		Jugal7
corporation..0-0-PROCESSED_eng_news_2020_1M-sentences.json-892-19:19	0		Jugal7
crackdown..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1303-29:29	0		Jugal7
cultural..0-0-PROCESSED_eng_news_2020_1M-sentences.json-132-26:26	0		Jugal7
cultural..0-1-PROCESSED_eng_news_2020_1M-sentences.json-132-26:26	0		Jugal7
cultural..0-2-PROCESSED_eng_news_2020_1M-sentences.json-132-26:26	1		Jugal7
cultural..0-3-PROCESSED_eng_news_2020_1M-sentences.json-132-26:26	1		Jugal7
dedicated..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1557-17:17	1		Jugal7
definition..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1033-14:14	0		Jugal7
definition..0-1-PROCESSED_eng_news_2020_1M-sentences.json-1033-14:14	1		Jugal7
delusion..0-0-PROCESSED_ccoha1.json-668-62:62	0		Jugal7
delusion..0-1-PROCESSED_ccoha1.json-668-62:62	1		Jugal7
delusion..0-2-PROCESSED_ccoha1.json-668-62:62	0		Jugal7
dental..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1439-13:13	1		Jugal7
dental..0-1-PROCESSED_eng_news_2020_1M-sentences.json-1439-13:13	0		Jugal7
despite..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1274-10:10	0		Jugal7
despite..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1876-15:15	0		Jugal7
destruction..0-1-PROCESSED_ccoha1.json-168-13:13	0		Jugal7
destruction..0-1-PROCESSED_ccoha1.json-960-1:1	1		Jugal7
devotion..0-0-PROCESSED_ccoha1.json-128-6:6	0		Jugal7
devotion..0-0-PROCESSED_ccoha1.json-551-35:35	1		Jugal7
devotion..0-1-PROCESSED_ccoha1.json-128-6:6	1		Jugal7
despite..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1427-5:5	0		Jugal7
destruction..0-0-PROCESSED_ccoha1.json-168-13:13	1		Jugal7
destruction..0-0-PROCESSED_ccoha1.json-960-1:1	1		Jugal7
devotion..0-1-PROCESSED_ccoha1.json-551-35:35	1		Jugal7
devotion..0-1-PROCESSED_ccoha1.json-861-10:10	1		Jugal7
devotion..0-2-PROCESSED_ccoha1.json-551-35:35	0		Jugal7
devotion..0-2-PROCESSED_ccoha1.json-861-10:10	0		Jugal7
diffusion..0-0-PROCESSED_ccoha1.json-1064-4:4	0		Jugal7
diffusion..0-1-PROCESSED_ccoha1.json-1064-4:4	1		Jugal7
discriminate..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1883-26:26	0		Jugal7
discriminate..0-1-PROCESSED_eng_news_2020_1M-sentences.json-1081-7:7	1		Jugal7
despite..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1542-22:22	0		Jugal7
devotion..0-0-PROCESSED_ccoha1.json-861-10:10	1		Jugal7
discriminate..0-1-PROCESSED_eng_news_2020_1M-sentences.json-1883-26:26	1		Jugal7
drinking..0-0-PROCESSED_ccoha1.json-44-17:17	1		Jugal7
driving..0-0-PROCESSED_eng_news_2020_1M-sentences.json-225-4:4	0		Jugal7
driving..0-0-PROCESSED_eng_news_2020_1M-sentences.json-578-8:8	0		Jugal7
driving..0-0-PROCESSED_eng_news_2020_1M-sentences.json-628-29:29	0		Jugal7
driving..0-0-PROCESSED_eng_news_2020_1M-sentences.json-793-9:9	0		Jugal7
driving..0-0-PROCESSED_eng_news_2020_1M-sentences.json-799-11:11	0		Jugal7
driving..0-1-PROCESSED_eng_news_2020_1M-sentences.json-225-4:4	0		Jugal7
driving..0-1-PROCESSED_eng_news_2020_1M-sentences.json-578-8:8	0		Jugal7
driving..0-1-PROCESSED_eng_news_2020_1M-sentences.json-628-29:29	0		Jugal7
driving..0-1-PROCESSED_eng_news_2020_1M-sentences.json-793-9:9	0		Jugal7
driving..0-2-PROCESSED_eng_news_2020_1M-sentences.json-225-4:4	1		Jugal7
driving..0-2-PROCESSED_eng_news_2020_1M-sentences.json-578-8:8	1		Jugal7
driving..0-2-PROCESSED_eng_news_2020_1M-sentences.json-628-29:29	1		Jugal7
driving..0-2-PROCESSED_eng_news_2020_1M-sentences.json-793-9:9	1		Jugal7
driving..0-2-PROCESSED_eng_news_2020_1M-sentences.json-799-11:11	1		Jugal7
eastern..0-0-PROCESSED_ccoha1.json-1126-2:2	0		Jugal7
eastern..0-1-PROCESSED_ccoha1.json-1126-2:2	0		Jugal7
eastern..0-2-PROCESSED_ccoha1.json-1126-2:2	0		Jugal7
elaborate..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1661-3:3	1		Jugal7
elaborate..0-1-PROCESSED_eng_news_2020_1M-sentences.json-1661-3:3	1		Jugal7
elaborate..0-2-PROCESSED_eng_news_2020_1M-sentences.json-1661-3:3	1		Jugal7
elaborate..0-3-PROCESSED_eng_news_2020_1M-sentences.json-1661-3:3	0		Jugal7
elegant..0-0-PROCESSED_ccoha1.json-1184-7:7	0		Jugal7
elegant..0-0-PROCESSED_ccoha1.json-263-3:3	0		Jugal7
elegant..0-1-PROCESSED_ccoha1.json-1184-7:7	0		Jugal7
elegant..0-1-PROCESSED_ccoha1.json-263-3:3	0		Jugal7
elegant..0-2-PROCESSED_ccoha1.json-1184-7:7	0		Jugal7
elegant..0-2-PROCESSED_ccoha1.json-263-3:3	0		Jugal7
erstwhile..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1236-25:25	1		Jugal7
exceed..0-0-PROCESSED_ccoha1.json-1070-2:2	1		Jugal7
exceed..0-0-PROCESSED_ccoha1.json-607-16:16	1		Jugal7
exceed..0-1-PROCESSED_ccoha1.json-100-16:16	1		Jugal7
exceed..0-1-PROCESSED_ccoha1.json-1070-2:2	1		Jugal7
exceed..0-1-PROCESSED_ccoha1.json-607-16:16	1		Jugal7
exclamation..0-0-PROCESSED_ccoha1.json-508-27:27	0		Jugal7
exclamation..0-1-PROCESSED_ccoha1.json-508-27:27	0		Jugal7
executioner..0-0-PROCESSED_ccoha1.json-223-13:13	1		Jugal7
exogenous..0-0-PROCESSED_ccoha1.json-847-17:17	0		Jugal7
despite..0-0-PROCESSED_eng_news_2020_1M-sentences.json-508-29:29	0		Jugal7
developer..0-1-PROCESSED_eng_news_2020_1M-sentences.json-605-24:24	0		Jugal7
devotion..0-2-PROCESSED_ccoha1.json-128-6:6	0		Jugal7
discriminate..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1081-7:7	0		Jugal7
discriminate..0-3-PROCESSED_eng_news_2020_1M-sentences.json-1883-26:26	1		Jugal7
drinking..0-0-PROCESSED_ccoha1.json-344-9:9	1		Jugal7
driving..0-1-PROCESSED_eng_news_2020_1M-sentences.json-799-11:11	0		Jugal7
eagerly..0-0-PROCESSED_ccoha1.json-218-4:4	1		Jugal7
exceed..0-0-PROCESSED_ccoha1.json-100-16:16	1		Jugal7
expand..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1577-19:19	1		Jugal7
expand..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1828-10:10	1		Jugal7
expand..0-0-PROCESSED_eng_news_2020_1M-sentences.json-743-2:2	1		Jugal7
expand..0-1-PROCESSED_eng_news_2020_1M-sentences.json-1577-19:19	1		Jugal7
expand..0-1-PROCESSED_eng_news_2020_1M-sentences.json-1658-19:19	1		Jugal7
expand..0-1-PROCESSED_eng_news_2020_1M-sentences.json-178-4:4	1		Jugal7
expand..0-1-PROCESSED_eng_news_2020_1M-sentences.json-1828-10:10	1		Jugal7
expand..0-1-PROCESSED_eng_news_2020_1M-sentences.json-743-2:2	1		Jugal7
expand..0-2-PROCESSED_eng_news_2020_1M-sentences.json-1577-19:19	0		Jugal7
expand..0-2-PROCESSED_eng_news_2020_1M-sentences.json-1658-19:19	0		Jugal7
expand..0-2-PROCESSED_eng_news_2020_1M-sentences.json-1828-10:10	0		Jugal7
expand..0-2-PROCESSED_eng_news_2020_1M-sentences.json-743-2:2	0		Jugal7
expense..0-0-PROCESSED_eng_news_2020_1M-sentences.json-216-21:21	0		Jugal7
expense..0-1-PROCESSED_eng_news_2020_1M-sentences.json-216-21:21	1		Jugal7
expense..0-2-PROCESSED_eng_news_2020_1M-sentences.json-216-21:21	0		Jugal7
faithful..0-0-PROCESSED_ccoha1.json-1012-45:45	0		Jugal7
faithful..0-1-PROCESSED_ccoha1.json-894-6:6	0		Jugal7
farm..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1064-3:3	1		Jugal7
farm..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1840-11:11	1		Jugal7
farm..0-1-PROCESSED_eng_news_2020_1M-sentences.json-1064-3:3	0		Jugal7
farm..0-1-PROCESSED_eng_news_2020_1M-sentences.json-46-19:19	0		Jugal7
farm..0-2-PROCESSED_eng_news_2020_1M-sentences.json-1064-3:3	0		Jugal7
farm..0-2-PROCESSED_eng_news_2020_1M-sentences.json-1840-11:11	0		Jugal7
fellow..0-0-PROCESSED_ccoha1.json-1097-37:37	0		Jugal7
developer..0-0-PROCESSED_eng_news_2020_1M-sentences.json-605-24:24	0		Jugal7
dining..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1304-4:4	1		Jugal7
discriminate..0-2-PROCESSED_eng_news_2020_1M-sentences.json-1081-7:7	1		Jugal7
discriminate..0-2-PROCESSED_eng_news_2020_1M-sentences.json-1883-26:26	1		Jugal7
discriminate..0-3-PROCESSED_eng_news_2020_1M-sentences.json-1081-7:7	1		Jugal7
do_justice..0-0-PROCESSED_ccoha1.json-408-10:11	0		Jugal7
do_justice..0-1-PROCESSED_ccoha1.json-408-10:11	1		Jugal7
expand..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1658-19:19	1		Jugal7
expand..0-0-PROCESSED_eng_news_2020_1M-sentences.json-178-4:4	1		Jugal7
expand..0-2-PROCESSED_eng_news_2020_1M-sentences.json-178-4:4	0		Jugal7
expense..0-3-PROCESSED_eng_news_2020_1M-sentences.json-216-21:21	0		Jugal7
faithful..0-0-PROCESSED_ccoha1.json-894-6:6	0		Jugal7
faithful..0-1-PROCESSED_ccoha1.json-1012-45:45	0		Jugal7
faithful..0-2-PROCESSED_ccoha1.json-1012-45:45	1		Jugal7
faithful..0-2-PROCESSED_ccoha1.json-894-6:6	1		Jugal7
farm..0-0-PROCESSED_eng_news_2020_1M-sentences.json-1006-14:14	1		Jugal7
farm..0-0-PROCESSED_eng_news_2020_1M-sentences.json-46-19:19	1		Jugal7
farm..0-1-PROCESSED_eng_news_2020_1M-sentences.json-1006-14:14	0		Jugal7
