instanceID	label	comment	annotator
course-combined_sample_leipzig_eng_news-142-126:132-course.n.09	0		Nisha
course-combined_sample_leipzig_eng_news-142-126:132-course.v.03	0		Nisha
course-combined_sample_leipzig_eng_news-142-126:132-naturally.r.01	0		Nisha
course-combined_sample_leipzig_eng_news-142-126:132-run.v.06	0		Nisha
cry-combined_sample_leipzig_eng_news-168-84:87-cry.n.04	0		Nisha
cry-combined_sample_leipzig_eng_news-168-84:87-cry.v.04	1		Nisha
cry-combined_sample_leipzig_eng_news-168-84:87-cry.v.05	1		Nisha
cry-combined_sample_leipzig_eng_news-168-84:87-cry.v.06	0		Nisha
cry-combined_sample_leipzig_eng_news-168-84:87-cry.v.07	0		Nisha
cry-combined_sample_leipzig_eng_news-168-84:87-exclaim.v.01	0		Nisha
cry-combined_sample_leipzig_eng_news-168-84:87-war_cry.n.01	0		Nisha
cry-combined_sample_leipzig_eng_news-86-127:130-cry.n.01	1		Nisha
cry-combined_sample_leipzig_eng_news-86-127:130-cry.n.02	0		Nisha
cry-combined_sample_leipzig_eng_news-86-127:130-cry.n.04	0		Nisha
cry-combined_sample_leipzig_eng_news-86-127:130-cry.n.05	0		Nisha
cry-combined_sample_leipzig_eng_news-86-127:130-cry.v.05	1		Nisha
cry-combined_sample_leipzig_eng_news-86-127:130-cry.v.06	0		Nisha
death-combined_sample_ccoha1-72-61:66-death.n.01	1		Nisha
cry-combined_sample_leipzig_eng_news-86-127:130-shout.v.02	0		Nisha
cry-combined_sample_leipzig_eng_news-86-127:130-war_cry.n.01	1		Nisha
death-combined_sample_ccoha1-72-61:66-death.n.03	1		Nisha
death-combined_sample_ccoha1-72-61:66-death.n.04	0		Nisha
death-combined_sample_ccoha1-72-61:66-death.n.05	0		Nisha
death-combined_sample_ccoha1-72-61:66-end.n.06	0		Nisha
despite-combined_sample_leipzig_eng_news-157-108:115-contempt.n.01	0		Nisha
despite-combined_sample_leipzig_eng_news-171-78:85-contempt.n.01	0		Nisha
despite-combined_sample_leipzig_eng_news-171-78:85-despite.n.02	1		Nisha
despite-combined_sample_leipzig_eng_news-173-27:34-contempt.n.01	0		Nisha
despite-combined_sample_leipzig_eng_news-173-27:34-despite.n.02	1		Nisha
despite-combined_sample_leipzig_eng_news-175-144:151-contempt.n.01	0		Nisha
despite-combined_sample_leipzig_eng_news-175-144:151-despite.n.02	1		Nisha
despite-combined_sample_leipzig_eng_news-183-49:56-contempt.n.01	0		Nisha
despite-combined_sample_leipzig_eng_news-183-49:56-despite.n.02	1		Nisha
despite-combined_sample_leipzig_eng_news-188-150:157-contempt.n.01	0		Nisha
despite-combined_sample_leipzig_eng_news-188-150:157-despite.n.02	1		Nisha
despite-combined_sample_leipzig_eng_news-33-110:117-contempt.n.01	0		Nisha
despite-combined_sample_leipzig_eng_news-33-110:117-despite.n.02	1		Nisha
destine-combined_sample_ccoha1-26-75:82-destine.v.01	0		Nisha
destine-combined_sample_ccoha1-26-75:82-intend.v.02	1		Nisha
destroy-combined_sample_ccoha1-109-84:91-demolish.v.03	1		Nisha
destroy-combined_sample_ccoha1-109-84:91-destroy.v.01	0		Nisha
destroy-combined_sample_ccoha1-109-84:91-destroy.v.02	1		Nisha
destroy-combined_sample_ccoha1-109-84:91-destroy.v.04	0		Nisha
death-combined_sample_ccoha1-72-61:66-death.n.06	0		Nisha
death-combined_sample_ccoha1-72-61:66-death.n.08	0		Nisha
deeply-combined_sample_leipzig_eng_news-146-18:24-deeply.r.02	1		Nisha
deeply-combined_sample_leipzig_eng_news-146-18:24-profoundly.r.01	1		Nisha
despite-combined_sample_leipzig_eng_news-157-108:115-despite.n.02	1		Nisha
determine-combined_sample_ccoha1-50-94:103-decide.v.01	1		Nisha
determine-combined_sample_ccoha1-50-94:103-determine.v.01	0		Nisha
determine-combined_sample_ccoha1-50-94:103-determine.v.02	0		Nisha
determine-combined_sample_ccoha1-50-94:103-determine.v.03	1		Nisha
determine-combined_sample_ccoha1-50-94:103-determine.v.06	0		Nisha
determine-combined_sample_ccoha1-50-94:103-determine.v.08	0		Nisha
determine-combined_sample_ccoha1-50-94:103-settle.v.03	1		Nisha
determine-combined_sample_ccoha1-50-94:103-specify.v.02	1		Nisha
determine-combined_sample_ccoha1-92-48:57-decide.v.01	1		Nisha
determine-combined_sample_ccoha1-92-48:57-determine.v.01	0		Nisha
determine-combined_sample_ccoha1-92-48:57-determine.v.02	0		Nisha
determine-combined_sample_ccoha1-92-48:57-determine.v.03	1		Nisha
determine-combined_sample_ccoha1-92-48:57-determine.v.06	0		Nisha
determine-combined_sample_ccoha1-92-48:57-determine.v.08	0		Nisha
determine-combined_sample_ccoha1-92-48:57-settle.v.03	1		Nisha
determine-combined_sample_ccoha1-92-48:57-specify.v.02	1		Nisha
determine-combined_sample_ccoha1-98-49:58-decide.v.01	1		Nisha
determine-combined_sample_ccoha1-98-49:58-determine.v.01	1		Nisha
determine-combined_sample_ccoha1-98-49:58-determine.v.02	0		Nisha
determine-combined_sample_ccoha1-98-49:58-determine.v.03	0		Nisha
determine-combined_sample_ccoha1-98-49:58-determine.v.06	0		Nisha
determine-combined_sample_ccoha1-98-49:58-determine.v.08	1		Nisha
determine-combined_sample_ccoha1-98-49:58-settle.v.03	1		Nisha
determine-combined_sample_ccoha1-98-49:58-specify.v.02	1		Nisha
different-combined_sample_ccoha1-101-127:136-different.a.01	1		Nisha
different-combined_sample_ccoha1-101-127:136-different.s.02	1		Nisha
different-combined_sample_ccoha1-101-127:136-different.s.03	1		Nisha
different-combined_sample_ccoha1-101-127:136-different.s.05	1		Nisha
different-combined_sample_ccoha1-101-127:136-unlike.a.01	1		Nisha
different-combined_sample_ccoha1-13-25:34-different.a.01	0		Nisha
different-combined_sample_ccoha1-13-25:34-different.s.02	1		Nisha
different-combined_sample_ccoha1-13-25:34-different.s.03	1		Nisha
different-combined_sample_ccoha1-13-25:34-different.s.05	1		Nisha
different-combined_sample_ccoha1-13-25:34-unlike.a.01	1		Nisha
different-combined_sample_ccoha1-36-62:71-different.a.01	0		Nisha
different-combined_sample_ccoha1-36-62:71-different.s.02	1		Nisha
different-combined_sample_ccoha1-36-62:71-different.s.03	0		Nisha
different-combined_sample_ccoha1-36-62:71-different.s.05	1		Nisha
different-combined_sample_ccoha1-36-62:71-unlike.a.01	1		Nisha
different-combined_sample_ccoha1-6-45:54-different.a.01	0		Nisha
different-combined_sample_ccoha1-6-45:54-different.s.02	1		Nisha
different-combined_sample_ccoha1-8-21:30-different.s.02	1		Nisha
different-combined_sample_ccoha1-8-21:30-different.s.05	1		Nisha
different-combined_sample_leipzig_eng_news-202-69:78-different.s.05	1		Nisha
different-combined_sample_leipzig_eng_news-59-184:193-different.a.01	0		Nisha
different-combined_sample_leipzig_eng_news-59-184:193-unlike.a.01	1		Nisha
different-combined_sample_leipzig_eng_news-73-167:176-different.s.03	0		Nisha
different-combined_sample_leipzig_eng_news-73-167:176-different.s.05	1		Nisha
diminish-combined_sample_ccoha1-103-145:153-decrease.v.01	1		Nisha
dispose-combined_sample_ccoha1-64-120:127-dispose.v.04	0		Nisha
dissect-combined_sample_leipzig_eng_news-101-101:108-dissect.v.01	0		Nisha
downward-combined_sample_leipzig_eng_news-133-95:103-down.r.01	1		Nisha
early-combined_sample_leipzig_eng_news-193-144:149-early.r.03	0		Nisha
different-combined_sample_ccoha1-6-45:54-different.s.03	1		Nisha
different-combined_sample_ccoha1-8-21:30-different.s.03	1		Nisha
different-combined_sample_ccoha1-8-21:30-unlike.a.01	1		Nisha
different-combined_sample_leipzig_eng_news-202-69:78-unlike.a.01	1		Nisha
different-combined_sample_leipzig_eng_news-59-184:193-different.s.02	0		Nisha
different-combined_sample_leipzig_eng_news-73-167:176-different.a.01	0		Nisha
different-combined_sample_leipzig_eng_news-73-167:176-different.s.02	0		Nisha
different-combined_sample_leipzig_eng_news-73-167:176-unlike.a.01	1		Nisha
dispose-combined_sample_ccoha1-64-120:127-discard.v.01	1		Nisha
dispose-combined_sample_ccoha1-64-120:127-dispose.v.03	0		Nisha
dissect-combined_sample_leipzig_eng_news-101-101:108-analyze.v.02	1		Nisha
early-combined_sample_leipzig_eng_news-193-144:149-early.a.02	0		Nisha
different-combined_sample_ccoha1-6-45:54-different.s.05	1		Nisha
different-combined_sample_leipzig_eng_news-202-69:78-different.a.01	0		Nisha
different-combined_sample_leipzig_eng_news-59-184:193-different.s.03	0		Nisha
downward-combined_sample_leipzig_eng_news-133-95:103-down.s.02	0		Nisha
downward-combined_sample_leipzig_eng_news-133-95:103-downward.s.02	0		Nisha
early-combined_sample_leipzig_eng_news-193-144:149-early.a.01	1		Nisha
early-combined_sample_leipzig_eng_news-193-144:149-early.a.05	0		Nisha
early-combined_sample_leipzig_eng_news-193-144:149-early.s.04	0		Nisha
different-combined_sample_ccoha1-6-45:54-unlike.a.01	1		Nisha
different-combined_sample_ccoha1-8-21:30-different.a.01	0		Nisha
different-combined_sample_leipzig_eng_news-202-69:78-different.s.02	0		Nisha
different-combined_sample_leipzig_eng_news-202-69:78-different.s.03	0		Nisha
different-combined_sample_leipzig_eng_news-59-184:193-different.s.05	1		Nisha
diminish-combined_sample_ccoha1-103-145:153-diminish.v.02	1		Nisha
dispose-combined_sample_ccoha1-64-120:127-dispose.v.01	1		Nisha
dispose-combined_sample_ccoha1-64-120:127-qualify.v.04	0		Nisha
early-combined_sample_leipzig_eng_news-193-144:149-early.r.02	1		Nisha
early-combined_sample_leipzig_eng_news-193-144:149-early.s.03	0		Nisha
early-combined_sample_leipzig_eng_news-193-144:149-early.s.06	0		Nisha
early-combined_sample_leipzig_eng_news-193-144:149-early_on.r.01	0		Nisha
attend-combined_sample_ccoha1-110-87:93-attend.v.01	0		st189492
attend-combined_sample_ccoha1-110-87:93-attend.v.02	0		st189492
attend-combined_sample_ccoha1-110-87:93-attend.v.03	1		st189492
attend-combined_sample_ccoha1-110-87:93-attend.v.05	1		st189492
attend-combined_sample_ccoha1-110-87:93-serve.v.10	0		st189492
attend-combined_sample_ccoha1-83-46:52-attend.v.01	1		st189492
attend-combined_sample_ccoha1-83-46:52-attend.v.02	0		st189492
attend-combined_sample_ccoha1-83-46:52-attend.v.03	0		st189492
attend-combined_sample_ccoha1-83-46:52-attend.v.05	0		st189492
attend-combined_sample_ccoha1-83-46:52-serve.v.10	0		st189492
attend-combined_sample_ccoha1-95-38:44-attend.v.01	0		st189492
attend-combined_sample_ccoha1-95-38:44-attend.v.02	0		st189492
attend-combined_sample_ccoha1-95-38:44-attend.v.03	1		st189492
attend-combined_sample_ccoha1-95-38:44-attend.v.05	1		st189492
attend-combined_sample_ccoha1-95-38:44-serve.v.10	0		st189492
attend-combined_sample_ccoha1-97-62:68-attend.v.01	0		st189492
attend-combined_sample_ccoha1-97-62:68-attend.v.02	0		st189492
attend-combined_sample_ccoha1-97-62:68-attend.v.03	1		st189492
attend-combined_sample_ccoha1-97-62:68-attend.v.05	0		st189492
attend-combined_sample_ccoha1-97-62:68-serve.v.10	0		st189492
audience-combined_sample_leipzig_eng_news-92-18:26-audience.n.01	0		st189492
audience-combined_sample_leipzig_eng_news-92-18:26-audience.n.02	0		st189492
audience-combined_sample_leipzig_eng_news-92-18:26-consultation.n.01	1		st189492
audience-combined_sample_leipzig_eng_news-92-18:26-hearing.n.02	1		st189492
awaken-combined_sample_ccoha1-21-13:19-awaken.v.01	0		st189492
awaken-combined_sample_ccoha1-21-13:19-awaken.v.03	1		st189492
awaken-combined_sample_ccoha1-23-55:61-awaken.v.03	1		st189492
awaken-combined_sample_ccoha1-23-55:61-wake_up.v.02	0		st189492
awaken-combined_sample_ccoha1-24-168:174-awaken.v.03	1		st189492
awaken-combined_sample_ccoha1-24-168:174-wake_up.v.02	0		st189492
awaken-combined_sample_ccoha1-21-13:19-wake_up.v.02	0		st189492
awaken-combined_sample_ccoha1-23-55:61-awaken.v.01	0		st189492
awaken-combined_sample_ccoha1-24-168:174-awaken.v.01	0		st189492
awaken-combined_sample_ccoha1-30-61:67-awaken.v.01	0		st189492
awaken-combined_sample_ccoha1-30-61:67-awaken.v.03	1		st189492
awaken-combined_sample_ccoha1-30-61:67-wake_up.v.02	0		st189492
awaken-combined_sample_ccoha1-39-137:143-awaken.v.01	0		st189492
awaken-combined_sample_ccoha1-39-137:143-awaken.v.03	1		st189492
awaken-combined_sample_ccoha1-39-137:143-wake_up.v.02	0		st189492
awaken-combined_sample_ccoha1-46-47:53-awaken.v.01	0		st189492
awaken-combined_sample_ccoha1-46-47:53-awaken.v.03	1		st189492
awaken-combined_sample_ccoha1-46-47:53-wake_up.v.02	0		st189492
awaken-combined_sample_ccoha1-48-65:71-awaken.v.01	0		st189492
