instanceID	label	comment	annotator
banda-combined_sample_leipzig_swe_news-203-11:16-banda..0-0	0		lilianerika
banka-combined_sample_leipzig_swe_news-0-55:61-banka..0-0	0		lilianerika
and-combined_sample_leipzig_swe_news-38-145:148-and..0-0	0		lilianerika
anseende-combined_sample_kubhist2a-1716-84:92-anseende..0-2	-		lilianerika
antagande-combined_sample_kubhist2a-48-177:186-antagande..0-0	1		lilianerika
app-combined_sample_kubhist2a-298-177:182-app..0-0	0		lilianerika
ara-combined_sample_kubhist2a-857-105:108-ara..0-0	0		lilianerika
arsenal-combined_sample_leipzig_swe_news-443-0:7-arsenal..0-0	0		lilianerika
arsenal-combined_sample_leipzig_swe_news-891-18:25-arsenal..0-0	0		lilianerika
art-combined_sample_kubhist2a-108-6:9-art..0-1	-		lilianerika
art-combined_sample_kubhist2a-134-19:22-art..0-0	-		lilianerika
art-combined_sample_kubhist2a-134-19:22-art..0-1	-		lilianerika
art-combined_sample_kubhist2a-99-50:53-art..0-1	0		lilianerika
autonomi-combined_sample_leipzig_swe_news-940-121:129-autonomi..0-0	0		lilianerika
autonomi-combined_sample_leipzig_swe_news-940-121:129-autonomi..0-1	1		lilianerika
avgjord-combined_sample_leipzig_swe_news-315-105:112-avgjord..0-0	0		lilianerika
avgjord-combined_sample_leipzig_swe_news-969-121:128-avgjord..0-0	0		lilianerika
avhopp-combined_sample_leipzig_swe_news-223-43:49-avhopp..0-0	1		lilianerika
avslut-combined_sample_leipzig_swe_news-387-83:89-avslut..0-0	0		lilianerika
avtryck-combined_sample_leipzig_swe_news-331-67:74-avtryck..0-1	0		lilianerika
avtryck-combined_sample_leipzig_swe_news-479-97:104-avtryck..0-0	0		lilianerika
axla-combined_sample_leipzig_swe_news-363-56:60-axla..0-0	1		lilianerika
axla-combined_sample_leipzig_swe_news-561-3:8-axla..0-1	1		lilianerika
axla-combined_sample_leipzig_swe_news-595-80:84-axla..0-0	1		lilianerika
axla-combined_sample_leipzig_swe_news-595-80:84-axla..0-1	1		lilianerika
bakhal-combined_sample_leipzig_swe_news-263-79:86-bakhal..0-0	-		lilianerika
bakugn-combined_sample_kubhist2a-1703-38:44-bakugn..0-0	1		lilianerika
bal-combined_sample_kubhist2a-390-21:26-bal..0-0	0		lilianerika
ball-combined_sample_kubhist2a-1293-47:51-ball..0-0	0		lilianerika
banco-combined_sample_kubhist2a-201-175:180-banco..0-0	-		lilianerika
banco-combined_sample_kubhist2a-205-188:193-banco..0-0	-		lilianerika
banco-combined_sample_kubhist2a-216-83:88-banco..0-0	-		lilianerika
anda-combined_sample_leipzig_swe_news-910-63:68-anda..0-0	0		lilianerika
anda-combined_sample_leipzig_swe_news-910-63:68-anda..0-1	0		lilianerika
anmoda-combined_sample_kubhist2a-643-11:18-anmoda..0-0	-		lilianerika
ansa-combined_sample_leipzig_swe_news-931-30:36-ansa..0-0	0		lilianerika
antagande-combined_sample_kubhist2a-87-9:18-antagande..0-0	1		lilianerika
anda-combined_sample_leipzig_swe_news-910-63:68-anda..0-2	0		lilianerika
antagande-combined_sample_kubhist2a-69-115:124-antagande..0-0	1		lilianerika
antal-combined_sample_leipzig_swe_news-1045-69:74-antal..0-0	1		lilianerika
anmoda-combined_sample_kubhist2a-452-23:30-anmoda..0-0	1		lilianerika
antal-combined_sample_leipzig_swe_news-488-135:140-antal..0-0	1		lilianerika
ara-combined_sample_kubhist2a-1685-71:74-ara..0-0	0		lilianerika
ara-combined_sample_kubhist2a-458-89:92-ara..0-0	0		lilianerika
arsenal-combined_sample_leipzig_swe_news-612-0:7-arsenal..0-0	0		lilianerika
art-combined_sample_kubhist2a-108-6:9-art..0-0	-		lilianerika
art-combined_sample_kubhist2a-99-50:53-art..0-0	0		lilianerika
assist-combined_sample_leipzig_swe_news-911-26:32-assist..0-0	1		lilianerika
astrolog-combined_sample_leipzig_swe_news-418-96:106-astrolog..0-0	1		lilianerika
avslut-combined_sample_leipzig_swe_news-337-39:45-avslut..0-0	0		lilianerika
avtryck-combined_sample_leipzig_swe_news-331-67:74-avtryck..0-0	0		lilianerika
avtryck-combined_sample_leipzig_swe_news-479-97:104-avtryck..0-1	0		lilianerika
bal-combined_sample_kubhist2a-538-10:14-bal..0-0	0		lilianerika
bal-combined_sample_kubhist2a-570-127:132-bal..0-0	0		lilianerika
banda-combined_sample_kubhist2a-613-50:55-banda..0-0	0		lilianerika
banka-combined_sample_leipzig_swe_news-10-25:31-banka..0-0	0		lilianerika
banka-combined_sample_leipzig_swe_news-9-21:27-banka..0-0	0		lilianerika
basta-combined_sample_kubhist2a-1616-24:29-basta..0-0	-		lilianerika
basta-combined_sample_kubhist2a-1616-24:29-basta..0-1	-		lilianerika
basta-combined_sample_leipzig_swe_news-1003-115:120-basta..0-0	0		lilianerika
basta-combined_sample_leipzig_swe_news-1003-115:120-basta..0-1	0		lilianerika
bebo-combined_sample_kubhist2a-601-27:32-bebo..0-0	1		lilianerika
beck-combined_sample_kubhist2a-1167-100:104-beck..0-0	0		lilianerika
befordran-combined_sample_kubhist2a-190-67:76-befordran..0-0	-		lilianerika
befordran-combined_sample_kubhist2a-190-67:76-befordran..0-1	1		lilianerika
befordran-combined_sample_kubhist2a-605-43:52-befordran..0-0	0		lilianerika
befordran-combined_sample_kubhist2a-605-43:52-befordran..0-1	1		lilianerika
befordran-combined_sample_kubhist2a-714-5:14-befordran..0-0	1		lilianerika
befordran-combined_sample_kubhist2a-714-5:14-befordran..0-1	1		lilianerika
bekomma-combined_sample_kubhist2a-689-74:82-bekomma..0-0	0		lilianerika
bekomma-combined_sample_kubhist2a-767-96:103-bekomma..0-0	0		lilianerika
bekomma-combined_sample_kubhist2a-843-41:49-bekomma..0-0	0		lilianerika
bergslag-combined_sample_leipzig_swe_news-109-113:123-bergslag..0-0	0		lilianerika
besinna-combined_sample_kubhist2a-1265-8:17-besinna..0-0	1		lilianerika
betta-combined_sample_kubhist2a-1725-14:19-betta..0-0	-		lilianerika
bi-combined_sample_kubhist2a-1363-53:55-bi..0-0	0		lilianerika
bi-combined_sample_kubhist2a-1363-53:55-bi..0-1	-		lilianerika
bi-combined_sample_kubhist2a-805-69:71-bi..0-0	-		lilianerika
bi-combined_sample_kubhist2a-805-69:71-bi..0-1	-		lilianerika
bi-combined_sample_leipzig_swe_news-989-46:49-bi..0-0	0		lilianerika
bi-combined_sample_leipzig_swe_news-989-46:49-bi..0-1	0		lilianerika
bildande-combined_sample_kubhist2a-273-53:61-bildande..0-0	0		lilianerika
bildande-combined_sample_kubhist2a-443-0:8-bildande..0-0	0		lilianerika
bildande-combined_sample_kubhist2a-493-18:26-bildande..0-0	0		lilianerika
binda-combined_sample_kubhist2a-505-106:111-binda..0-0	0		lilianerika
binda-combined_sample_leipzig_swe_news-281-81:86-binda..0-0	0		lilianerika
binda-combined_sample_leipzig_swe_news-290-120:125-binda..0-0	0		lilianerika
bio-combined_sample_leipzig_swe_news-995-84:87-bio..0-0	1		lilianerika
bisp-combined_sample_kubhist2a-1811-200:204-bisp..0-0	-		lilianerika
bits-combined_sample_kubhist2a-1438-75:79-bits..0-0	-		lilianerika
bits-combined_sample_kubhist2a-488-174:178-bits..0-0	-		lilianerika
black-combined_sample_leipzig_swe_news-1029-77:82-black..0-0	0		lilianerika
black-combined_sample_leipzig_swe_news-890-45:50-black..0-0	0		lilianerika
bliga-combined_sample_kubhist2a-631-45:51-bliga..0-0	0		lilianerika
AC-combined_sample_leipzig_swe_news-172-120:122-AC..0-0	0		JosefinKokkinakis
AC-combined_sample_leipzig_swe_news-557-59:61-AC..0-0	0	Refers to a name	JosefinKokkinakis
VM-combined_sample_kubhist2a-111-21:23-VM..0-0	-	I think it refers to a name but not completely understandable.	JosefinKokkinakis
VM-combined_sample_kubhist2a-1860-69:71-VM..0-0	0		JosefinKokkinakis
aga-combined_sample_kubhist2a-243-85:89-aga..0-0	-	"Should be ""ägde"" not ""aga"""	JosefinKokkinakis
aga-combined_sample_kubhist2a-267-72:76-aga..0-0	-	"Should be ""ägde"" not ""aga"""	JosefinKokkinakis
aga-combined_sample_kubhist2a-34-147:151-aga..0-0	-	"Should be ""ägde"" not ""aga"" i think"	JosefinKokkinakis
agna-combined_sample_kubhist2a-181-28:33-agna..0-0	-	"Should be ""ägnat"" not ""agnat"""	JosefinKokkinakis
agna-combined_sample_kubhist2a-230-53:57-agna..0-0	-	"Should be ""ägna"" not ""agna"""	JosefinKokkinakis
agna-combined_sample_kubhist2a-62-95:99-agna..0-0	-	"Should be ""ägna"" not ""agna"""	JosefinKokkinakis
akrobatik-combined_sample_leipzig_swe_news-77-17:26-akrobatik..0-0	0		JosefinKokkinakis
akrobatik-combined_sample_leipzig_swe_news-77-17:26-akrobatik..0-1	1		JosefinKokkinakis
akter-combined_sample_kubhist2a-360-72:77-akter..0-0	0		JosefinKokkinakis
akter-combined_sample_kubhist2a-360-72:77-akter..0-1	0		JosefinKokkinakis
akter-combined_sample_kubhist2a-366-72:77-akter..0-0	0		JosefinKokkinakis
akter-combined_sample_kubhist2a-366-72:77-akter..0-1	0		JosefinKokkinakis
akter-combined_sample_kubhist2a-382-72:77-akter..0-0	0		JosefinKokkinakis
akter-combined_sample_kubhist2a-382-72:77-akter..0-1	0		JosefinKokkinakis
alba-combined_sample_leipzig_swe_news-303-53:57-alba..0-0	-	They are referring to a name.	JosefinKokkinakis
alla-combined_sample_kubhist2a-1023-43:48-alla..0-0	0		JosefinKokkinakis
alla-combined_sample_kubhist2a-1317-54:59-alla..0-0	0		JosefinKokkinakis
alla-combined_sample_kubhist2a-152-68:75-alla..0-0	0		JosefinKokkinakis
amiral-combined_sample_kubhist2a-24-141:149-amiral..0-0	0		JosefinKokkinakis
amiral-combined_sample_kubhist2a-63-47:55-amiral..0-0	0		JosefinKokkinakis
amiral-combined_sample_kubhist2a-75-31:37-amiral..0-0	0		JosefinKokkinakis
an-combined_sample_leipzig_swe_news-196-52:54-an..0-0	1		JosefinKokkinakis
an-combined_sample_leipzig_swe_news-196-52:54-an..0-1	0		JosefinKokkinakis
an-combined_sample_leipzig_swe_news-286-143:145-an..0-0	1		JosefinKokkinakis
an-combined_sample_leipzig_swe_news-286-143:145-an..0-1	0		JosefinKokkinakis
an-combined_sample_leipzig_swe_news-336-118:120-an..0-0	1		JosefinKokkinakis
an-combined_sample_leipzig_swe_news-336-118:120-an..0-1	0		JosefinKokkinakis
and-combined_sample_leipzig_swe_news-2-134:137-and..0-0	-	Here there are referring to the english word not the swedish word.	JosefinKokkinakis
and-combined_sample_leipzig_swe_news-20-31:34-and..0-0	-	Here there are referring to the english word not the swedish word.	JosefinKokkinakis
and-combined_sample_leipzig_swe_news-38-145:148-and..0-0	-	Here there are referring to the english word not the swedish word.	JosefinKokkinakis
anda-combined_sample_leipzig_swe_news-910-63:68-anda..0-0	0		JosefinKokkinakis
anda-combined_sample_leipzig_swe_news-910-63:68-anda..0-2	0		JosefinKokkinakis
anmoda-combined_sample_kubhist2a-643-11:18-anmoda..0-0	1		JosefinKokkinakis
ansa-combined_sample_kubhist2a-1477-15:21-ansa..0-0	-	Wrongly scanned in, I think.	JosefinKokkinakis
anda-combined_sample_leipzig_swe_news-910-63:68-anda..0-1	0		JosefinKokkinakis
anmoda-combined_sample_kubhist2a-452-23:30-anmoda..0-0	1		JosefinKokkinakis
ansa-combined_sample_leipzig_swe_news-931-30:36-ansa..0-0	0		JosefinKokkinakis
anseende-combined_sample_kubhist2a-1716-84:92-anseende..0-0	1		JosefinKokkinakis
antagande-combined_sample_kubhist2a-69-115:124-antagande..0-0	1		JosefinKokkinakis
antagande-combined_sample_kubhist2a-87-9:18-antagande..0-0	0		JosefinKokkinakis
antal-combined_sample_leipzig_swe_news-1045-69:74-antal..0-0	1		JosefinKokkinakis
arsenal-combined_sample_leipzig_swe_news-612-0:7-arsenal..0-0	0		JosefinKokkinakis
autonomi-combined_sample_leipzig_swe_news-940-121:129-autonomi..0-1	0		JosefinKokkinakis
avgjord-combined_sample_leipzig_swe_news-969-121:128-avgjord..0-0	1		JosefinKokkinakis
anmoda-combined_sample_kubhist2a-590-25:32-anmoda..0-0	1		JosefinKokkinakis
anpassa-combined_sample_leipzig_swe_news-695-37:44-anpassa..0-0	1		JosefinKokkinakis
anseende-combined_sample_kubhist2a-1716-84:92-anseende..0-1	0		JosefinKokkinakis
anseende-combined_sample_kubhist2a-1716-84:92-anseende..0-2	0		JosefinKokkinakis
antagande-combined_sample_kubhist2a-48-177:186-antagande..0-0	1		JosefinKokkinakis
antal-combined_sample_leipzig_swe_news-488-135:140-antal..0-0	1		JosefinKokkinakis
app-combined_sample_kubhist2a-298-177:182-app..0-0	-	Definitely wrongly scanned in.	JosefinKokkinakis
ara-combined_sample_kubhist2a-1685-71:74-ara..0-0	-	"should be ""ära"" and not ""ara"""	JosefinKokkinakis
ara-combined_sample_kubhist2a-458-89:92-ara..0-0	-	Cannot understand sentence.	JosefinKokkinakis
ara-combined_sample_kubhist2a-857-105:108-ara..0-0	-	Wrongly scanned in.	JosefinKokkinakis
arsenal-combined_sample_leipzig_swe_news-443-0:7-arsenal..0-0	0	"Referring to the football club not the swedish word ""arsenal"""	JosefinKokkinakis
arsenal-combined_sample_leipzig_swe_news-891-18:25-arsenal..0-0	0		JosefinKokkinakis
art-combined_sample_kubhist2a-108-6:9-art..0-0	0		JosefinKokkinakis
art-combined_sample_kubhist2a-108-6:9-art..0-1	0		JosefinKokkinakis
art-combined_sample_kubhist2a-134-19:22-art..0-0	-	"Should be ""att"" and not ""art"""	JosefinKokkinakis
art-combined_sample_kubhist2a-134-19:22-art..0-1	-	"Should be ""att"" and not ""art"""	JosefinKokkinakis
art-combined_sample_kubhist2a-99-50:53-art..0-0	-	"Should probably be ""att"" and not ""art"""	JosefinKokkinakis
art-combined_sample_kubhist2a-99-50:53-art..0-1	-	"Should probably be ""att"" and not ""art"""	JosefinKokkinakis
assist-combined_sample_leipzig_swe_news-911-26:32-assist..0-0	1		JosefinKokkinakis
astrolog-combined_sample_leipzig_swe_news-418-96:106-astrolog..0-0	1		JosefinKokkinakis
autonomi-combined_sample_leipzig_swe_news-940-121:129-autonomi..0-0	0		JosefinKokkinakis
avgjord-combined_sample_leipzig_swe_news-315-105:112-avgjord..0-0	1		JosefinKokkinakis
avhopp-combined_sample_leipzig_swe_news-223-43:49-avhopp..0-0	1		JosefinKokkinakis
avslut-combined_sample_leipzig_swe_news-337-39:45-avslut..0-0	0		JosefinKokkinakis
avslut-combined_sample_leipzig_swe_news-387-83:89-avslut..0-0	0		JosefinKokkinakis
avslut-combined_sample_leipzig_swe_news-454-106:112-avslut..0-0	0		JosefinKokkinakis
avtryck-combined_sample_leipzig_swe_news-331-67:74-avtryck..0-0	0		JosefinKokkinakis
avtryck-combined_sample_leipzig_swe_news-331-67:74-avtryck..0-1	0		JosefinKokkinakis
avtryck-combined_sample_leipzig_swe_news-360-161:168-avtryck..0-0	0		JosefinKokkinakis
avtryck-combined_sample_leipzig_swe_news-360-161:168-avtryck..0-1	0		JosefinKokkinakis
avtryck-combined_sample_leipzig_swe_news-479-97:104-avtryck..0-0	0		JosefinKokkinakis
avtryck-combined_sample_leipzig_swe_news-479-97:104-avtryck..0-1	0		JosefinKokkinakis
ax-combined_sample_kubhist2a-1526-95:97-ax..0-0	-	Word is most likely wrongly scanned in.	JosefinKokkinakis
axla-combined_sample_leipzig_swe_news-363-56:60-axla..0-0	1		JosefinKokkinakis
axla-combined_sample_leipzig_swe_news-363-56:60-axla..0-1	0		JosefinKokkinakis
axla-combined_sample_leipzig_swe_news-561-3:8-axla..0-0	1		JosefinKokkinakis
akter-combined_sample_kubhist2a-366-72:77-akter..0-0	0		Benjamin
axla-combined_sample_leipzig_swe_news-561-3:8-axla..0-1	0		JosefinKokkinakis
bakhal-combined_sample_leipzig_swe_news-263-79:86-bakhal..0-0	-	Do not understand the word in this sentence.	JosefinKokkinakis
banda-combined_sample_leipzig_swe_news-203-11:16-banda..0-0	0		JosefinKokkinakis
banka-combined_sample_leipzig_swe_news-9-21:27-banka..0-0	0		JosefinKokkinakis
befordran-combined_sample_kubhist2a-714-5:14-befordran..0-1	0		JosefinKokkinakis
axla-combined_sample_leipzig_swe_news-595-80:84-axla..0-0	1		JosefinKokkinakis
axla-combined_sample_leipzig_swe_news-595-80:84-axla..0-1	0		JosefinKokkinakis
bakugn-combined_sample_kubhist2a-1703-38:44-bakugn..0-0	1		JosefinKokkinakis
bal-combined_sample_kubhist2a-390-21:26-bal..0-0	0		JosefinKokkinakis
bal-combined_sample_kubhist2a-538-10:14-bal..0-0	-	Do not understand, need more context.	JosefinKokkinakis
bal-combined_sample_kubhist2a-570-127:132-bal..0-0	0		JosefinKokkinakis
ball-combined_sample_kubhist2a-1293-47:51-ball..0-0	-	Word is most likely wrongly scanned in.	JosefinKokkinakis
banco-combined_sample_kubhist2a-201-175:180-banco..0-0	1		JosefinKokkinakis
banco-combined_sample_kubhist2a-205-188:193-banco..0-0	1		JosefinKokkinakis
banco-combined_sample_kubhist2a-216-83:88-banco..0-0	1		JosefinKokkinakis
banda-combined_sample_kubhist2a-613-50:55-banda..0-0	0		JosefinKokkinakis
banka-combined_sample_leipzig_swe_news-0-55:61-banka..0-0	0		JosefinKokkinakis
banka-combined_sample_leipzig_swe_news-10-25:31-banka..0-0	0		JosefinKokkinakis
basta-combined_sample_kubhist2a-1616-24:29-basta..0-0	-	Do not understand, need more context.	JosefinKokkinakis
basta-combined_sample_kubhist2a-1616-24:29-basta..0-1	-	Do not understand, need more context.	JosefinKokkinakis
basta-combined_sample_leipzig_swe_news-1003-115:120-basta..0-0	-	"should be ""bästa"" and not ""basta"""	JosefinKokkinakis
basta-combined_sample_leipzig_swe_news-1003-115:120-basta..0-1	-	"should be ""bästa"" and not ""basta"""	JosefinKokkinakis
bebo-combined_sample_kubhist2a-601-27:32-bebo..0-0	1		JosefinKokkinakis
beck-combined_sample_kubhist2a-1167-100:104-beck..0-0	0		JosefinKokkinakis
befordran-combined_sample_kubhist2a-190-67:76-befordran..0-0	1		JosefinKokkinakis
befordran-combined_sample_kubhist2a-190-67:76-befordran..0-1	0		JosefinKokkinakis
befordran-combined_sample_kubhist2a-605-43:52-befordran..0-0	1		JosefinKokkinakis
befordran-combined_sample_kubhist2a-605-43:52-befordran..0-1	0		JosefinKokkinakis
befordran-combined_sample_kubhist2a-714-5:14-befordran..0-0	1		JosefinKokkinakis
bekomma-combined_sample_kubhist2a-689-74:82-bekomma..0-0	1		JosefinKokkinakis
AC-combined_sample_leipzig_swe_news-172-120:122-AC..0-0	0		Benjamin
AC-combined_sample_leipzig_swe_news-557-59:61-AC..0-0	0		Benjamin
VM-combined_sample_kubhist2a-111-21:23-VM..0-0	0		Benjamin
VM-combined_sample_kubhist2a-1860-69:71-VM..0-0	0		Benjamin
aga-combined_sample_kubhist2a-243-85:89-aga..0-0	0		Benjamin
aga-combined_sample_kubhist2a-267-72:76-aga..0-0	0		Benjamin
aga-combined_sample_kubhist2a-34-147:151-aga..0-0	0	ÄGER, not AGER	Benjamin
agna-combined_sample_kubhist2a-181-28:33-agna..0-0	0	ÄGNAT, not AGNAT	Benjamin
agna-combined_sample_kubhist2a-230-53:57-agna..0-0	0		Benjamin
agna-combined_sample_kubhist2a-62-95:99-agna..0-0	0		Benjamin
akrobatik-combined_sample_leipzig_swe_news-77-17:26-akrobatik..0-0	1		Benjamin
akrobatik-combined_sample_leipzig_swe_news-77-17:26-akrobatik..0-1	1		Benjamin
akter-combined_sample_kubhist2a-360-72:77-akter..0-0	0		Benjamin
akter-combined_sample_kubhist2a-366-72:77-akter..0-1	0		Benjamin
akter-combined_sample_kubhist2a-382-72:77-akter..0-0	0		Benjamin
akter-combined_sample_kubhist2a-382-72:77-akter..0-1	0		Benjamin
alla-combined_sample_kubhist2a-1023-43:48-alla..0-0	0		Benjamin
alla-combined_sample_kubhist2a-152-68:75-alla..0-0	0		Benjamin
alba-combined_sample_leipzig_swe_news-303-53:57-alba..0-0	0		Benjamin
alla-combined_sample_kubhist2a-1317-54:59-alla..0-0	0		Benjamin
amiral-combined_sample_kubhist2a-24-141:149-amiral..0-0	0		Benjamin
amiral-combined_sample_kubhist2a-63-47:55-amiral..0-0	0		Benjamin
amiral-combined_sample_kubhist2a-75-31:37-amiral..0-0	0		Benjamin
an-combined_sample_leipzig_swe_news-196-52:54-an..0-0	1		Benjamin
an-combined_sample_leipzig_swe_news-196-52:54-an..0-1	1		Benjamin
an-combined_sample_leipzig_swe_news-286-143:145-an..0-0	1		Benjamin
an-combined_sample_leipzig_swe_news-286-143:145-an..0-1	1		Benjamin
an-combined_sample_leipzig_swe_news-336-118:120-an..0-0	0		Benjamin
an-combined_sample_leipzig_swe_news-336-118:120-an..0-1	0		Benjamin
and-combined_sample_leipzig_swe_news-2-134:137-and..0-0	0		Benjamin
and-combined_sample_leipzig_swe_news-20-31:34-and..0-0	0		Benjamin
and-combined_sample_leipzig_swe_news-38-145:148-and..0-0	0		Benjamin
anda-combined_sample_leipzig_swe_news-910-63:68-anda..0-0	0		Benjamin
anda-combined_sample_leipzig_swe_news-910-63:68-anda..0-1	0		Benjamin
anda-combined_sample_leipzig_swe_news-910-63:68-anda..0-2	0		Benjamin
anmoda-combined_sample_kubhist2a-452-23:30-anmoda..0-0	0		Benjamin
anmoda-combined_sample_kubhist2a-590-25:32-anmoda..0-0	0		Benjamin
anmoda-combined_sample_kubhist2a-643-11:18-anmoda..0-0	0		Benjamin
anpassa-combined_sample_leipzig_swe_news-695-37:44-anpassa..0-0	0		Benjamin
ansa-combined_sample_kubhist2a-1477-15:21-ansa..0-0	0		Benjamin
ansa-combined_sample_leipzig_swe_news-931-30:36-ansa..0-0	0		Benjamin
anseende-combined_sample_kubhist2a-1716-84:92-anseende..0-0	1		Benjamin
anseende-combined_sample_kubhist2a-1716-84:92-anseende..0-1	0		Benjamin
anseende-combined_sample_kubhist2a-1716-84:92-anseende..0-2	1		Benjamin
antagande-combined_sample_kubhist2a-48-177:186-antagande..0-0	1		Benjamin
antagande-combined_sample_kubhist2a-69-115:124-antagande..0-0	1		Benjamin
antagande-combined_sample_kubhist2a-87-9:18-antagande..0-0	1		Benjamin
antal-combined_sample_leipzig_swe_news-1045-69:74-antal..0-0	1		Benjamin
antal-combined_sample_leipzig_swe_news-488-135:140-antal..0-0	1		Benjamin
app-combined_sample_kubhist2a-298-177:182-app..0-0	0		Benjamin
ara-combined_sample_kubhist2a-1685-71:74-ara..0-0	0	ÄRA, not ARA	Benjamin
ara-combined_sample_kubhist2a-458-89:92-ara..0-0	0		Benjamin
ara-combined_sample_kubhist2a-857-105:108-ara..0-0	0		Benjamin
arsenal-combined_sample_leipzig_swe_news-443-0:7-arsenal..0-0	0		Benjamin
arsenal-combined_sample_leipzig_swe_news-612-0:7-arsenal..0-0	0		Benjamin
arsenal-combined_sample_leipzig_swe_news-891-18:25-arsenal..0-0	0		Benjamin
art-combined_sample_kubhist2a-108-6:9-art..0-0	0		Benjamin
art-combined_sample_kubhist2a-108-6:9-art..0-1	0		Benjamin
art-combined_sample_kubhist2a-134-19:22-art..0-0	0		Benjamin
art-combined_sample_kubhist2a-134-19:22-art..0-1	0		Benjamin
art-combined_sample_kubhist2a-99-50:53-art..0-0	0		Benjamin
art-combined_sample_kubhist2a-99-50:53-art..0-1	0		Benjamin
assist-combined_sample_leipzig_swe_news-911-26:32-assist..0-0	0		Benjamin
astrolog-combined_sample_leipzig_swe_news-418-96:106-astrolog..0-0	1		Benjamin
autonomi-combined_sample_leipzig_swe_news-940-121:129-autonomi..0-0	1		Benjamin
autonomi-combined_sample_leipzig_swe_news-940-121:129-autonomi..0-1	0		Benjamin
avgjord-combined_sample_leipzig_swe_news-315-105:112-avgjord..0-0	0		Benjamin
avgjord-combined_sample_leipzig_swe_news-969-121:128-avgjord..0-0	0		Benjamin
avhopp-combined_sample_leipzig_swe_news-223-43:49-avhopp..0-0	1		Benjamin
avslut-combined_sample_leipzig_swe_news-337-39:45-avslut..0-0	0		Benjamin
avslut-combined_sample_leipzig_swe_news-387-83:89-avslut..0-0	0		Benjamin
avslut-combined_sample_leipzig_swe_news-454-106:112-avslut..0-0	0		Benjamin
